block_id,section_id,start_time,end_time,duration_hours,task_count,task_ids,departments,resource_requirements
BLK00780,SEC029,2025-02-15 06:00,2025-02-15 10:45,4.75,1,SIG2509,Signalling,signal
BLK00781,SEC029,2025-03-29 06:00,2025-03-29 08:45,2.75,1,ENG3476,Engineering,track
BLK00782,SEC029,2025-05-02 10:59,2025-05-02 16:44,5.75,1,SIG2473,Signalling,none
BLK00783,SEC029,2025-05-08 06:00,2025-05-08 12:30,6.5,1,SIG1017,Signalling,none
BLK00784,SEC029,2025-05-11 06:00,2025-05-11 14:15,8.25,1,ENG2655,Engineering,track
BLK00785,SEC029,2025-05-14 06:00,2025-05-14 13:45,7.75,1,TRC1255,Traction,power
BLK00786,SEC029,2025-05-20 06:00,2025-05-20 13:00,7.0,1,SIG2831,Signalling,signal
BLK00787,SEC029,2025-05-23 06:00,2025-05-23 15:30,9.5,1,TRC2580,Traction,none
BLK00788,SEC029,2025-05-27 06:00,2025-05-27 09:15,3.25,1,ENG2195,Engineering,track
BLK00789,SEC029,2025-06-02 06:00,2025-06-02 15:59,9.98,3,SIG1236;TRC1371;TRC0278,Signalling;Traction,signal
BLK00790,SEC029,2025-06-05 06:00,2025-06-05 15:30,9.5,1,TRC0760,Traction,none
BLK00791,SEC029,2025-06-09 06:00,2025-06-09 16:15,10.25,1,ENG2623,Engineering,track
BLK00792,SEC029,2025-06-25 06:00,2025-06-25 16:00,10.0,1,SIG1094,Signalling,signal
BLK00793,SEC029,2025-07-03 06:00,2025-07-03 16:15,10.25,2,ENG2321;TRC2151,Engineering;Traction,power;track
BLK00794,SEC029,2025-08-04 06:00,2025-08-04 17:30,11.5,1,TRC0001,Traction,none
BLK00795,SEC029,2025-08-05 06:00,2025-08-05 14:45,8.75,1,TRC1249,Traction,none
BLK00796,SEC029,2025-09-08 13:29,2025-09-08 17:44,4.25,1,SIG0842,Signalling,none
BLK00797,SEC029,2025-09-11 06:00,2025-09-11 12:00,6.0,1,SIG1007,Signalling,none
BLK00798,SEC029,2025-09-17 06:00,2025-09-17 08:00,2.0,1,TRC2678,Traction,none
BLK00799,SEC029,2025-09-20 06:00,2025-09-20 17:00,11.0,1,TRC1828,Traction,none
BLK00800,SEC029,2025-09-21 14:45,2025-09-22 00:14,9.48,2,ENG1596;SIG2862,Engineering;Signalling,track
BLK00801,SEC029,2025-09-27 06:00,2025-09-27 11:15,5.25,1,TRC1971,Traction,power
BLK00802,SEC029,2025-10-16 06:00,2025-10-16 13:15,7.25,1,SIG1084,Signalling,none
BLK00803,SEC029,2025-10-20 19:01,2025-10-21 17:15,22.23,2,SIG2612;ENG1418,Engineering;Signalling,track
BLK00804,SEC030,2025-01-17 06:00,2025-01-17 12:15,6.25,1,SIG1726,Signalling,signal
BLK00805,SEC030,2025-01-20 16:29,2025-01-21 03:14,10.75,1,SIG0001,Signalling,none
BLK00806,SEC030,2025-02-04 06:00,2025-02-04 10:00,4.0,1,TRC0779,Traction,power
BLK00807,SEC030,2025-02-10 19:01,2025-02-11 14:00,18.98,3,SIG0137;SIG1865;ENG2700,Engineering;Signalling,signal;track
BLK00808,SEC030,2025-02-12 06:00,2025-02-12 13:00,7.0,1,ENG1210,Engineering,track
BLK00809,SEC030,2025-02-18 06:00,2025-02-18 11:00,5.0,1,ENG3724,Engineering,track
BLK00810,SEC030,2025-02-23 06:00,2025-02-23 08:00,2.0,1,TRC2448,Traction,power
BLK00811,SEC030,2025-03-07 06:00,2025-03-07 11:00,5.0,1,SIG1060,Signalling,none
BLK00812,SEC030,2025-03-18 06:00,2025-03-18 08:30,2.5,1,SIG0027,Signalling,none
BLK00813,SEC030,2025-03-27 06:00,2025-03-27 16:30,10.5,1,ENG0181,Engineering,track
BLK00814,SEC030,2025-04-08 06:00,2025-04-08 17:45,11.75,1,SIG0500,Signalling,none
BLK00815,SEC030,2025-04-12 06:00,2025-04-12 11:45,5.75,1,SIG1677,Signalling,none
BLK00816,SEC030,2025-05-04 06:00,2025-05-04 09:45,3.75,1,ENG1772,Engineering,track
BLK00817,SEC030,2025-05-05 06:00,2025-05-05 14:45,8.75,1,SIG0763,Signalling,signal
BLK00818,SEC030,2025-05-15 06:00,2025-05-15 17:15,11.25,1,ENG3241,Engineering,track
BLK00819,SEC030,2025-05-25 06:00,2025-05-25 14:30,8.5,1,TRC1475,Traction,power
BLK00820,SEC030,2025-05-28 06:00,2025-05-28 08:15,2.25,1,ENG1634,Engineering,track
BLK00821,SEC030,2025-06-07 06:00,2025-06-07 16:30,10.5,1,SIG1271,Signalling,signal
BLK00822,SEC030,2025-06-17 06:00,2025-06-17 07:15,1.25,1,SIG2436,Signalling,signal
BLK00823,SEC030,2025-06-18 06:00,2025-06-18 13:15,7.25,1,SIG0253,Signalling,none
BLK00824,SEC030,2025-06-29 06:00,2025-06-29 17:00,11.0,1,TRC1004,Traction,power
BLK00825,SEC030,2025-07-07 06:00,2025-07-07 16:29,10.48,2,TRC2304;SIG0252,Signalling;Traction,power
BLK00826,SEC030,2025-07-19 06:00,2025-07-19 08:15,2.25,1,ENG3728,Engineering,track
BLK00827,SEC030,2025-07-22 06:00,2025-07-22 12:00,6.0,1,SIG0202,Signalling,signal
BLK00828,SEC030,2025-08-20 06:00,2025-08-20 08:00,2.0,1,SIG1514,Signalling,signal
BLK00829,SEC030,2025-09-06 06:00,2025-09-06 12:00,6.0,1,SIG1856,Signalling,none
BLK00830,SEC030,2025-09-19 06:00,2025-09-19 14:00,8.0,1,ENG0863,Engineering,track
BLK00831,SEC030,2025-09-21 06:00,2025-09-21 16:00,10.0,1,ENG1041,Engineering,track
BLK00832,SEC030,2025-09-26 06:00,2025-09-26 08:00,2.0,1,ENG1763,Engineering,track
BLK00833,SEC030,2025-09-30 06:00,2025-09-30 14:30,8.5,2,SIG1460;ENG3036,Engineering;Signalling,signal;track
BLK00834,SEC030,2025-10-03 06:00,2025-10-03 10:15,4.25,1,TRC1615,Traction,power
BLK00835,SEC030,2025-10-16 06:00,2025-10-16 16:30,10.5,1,ENG0864,Engineering,track
BLK00836,SEC030,2025-10-21 06:00,2025-10-21 15:00,9.0,1,TRC2853,Traction,power
BLK00837,SEC030,2025-10-26 06:00,2025-10-26 07:15,1.25,1,TRC0058,Traction,power
BLK00838,SEC030,2025-11-06 06:00,2025-11-06 15:00,9.0,1,ENG0270,Engineering,track
BLK00839,SEC030,2025-11-15 06:00,2025-11-15 16:00,10.0,1,SIG0448,Signalling,signal
BLK00840,SEC030,2025-11-25 06:00,2025-11-25 09:30,3.5,1,ENG1903,Engineering,track
BLK00841,SEC031,2025-01-03 06:00,2025-01-03 07:45,1.75,1,TRC1751,Traction,power
BLK00842,SEC031,2025-01-16 06:00,2025-01-16 11:45,5.75,1,SIG0665,Signalling,none
BLK00843,SEC031,2025-01-20 06:00,2025-01-20 17:30,11.5,1,ENG1512,Engineering,track
BLK00844,SEC031,2025-01-27 22:01,2025-01-28 09:30,11.48,2,TRC1648;SIG1313,Signalling;Traction,signal
BLK00845,SEC031,2025-02-15 06:00,2025-02-15 18:00,12.0,1,SIG0360,Signalling,none
BLK00846,SEC031,2025-02-19 06:00,2025-02-19 14:30,8.5,1,SIG1773,Signalling,signal
BLK00847,SEC031,2025-03-13 07:59,2025-03-13 17:14,9.25,2,TRC0729;SIG1075,Signalling;Traction,none
BLK00848,SEC031,2025-03-27 06:00,2025-03-27 13:00,7.0,1,SIG1124,Signalling,signal
BLK00849,SEC031,2025-04-04 06:00,2025-04-04 18:29,12.48,3,SIG1311;TRC2096;ENG1947,Engineering;Signalling;Traction,power;track
BLK00850,SEC031,2025-04-08 06:00,2025-04-08 17:00,11.0,1,TRC1513,Traction,none
BLK00851,SEC031,2025-05-03 06:00,2025-05-03 09:00,3.0,1,TRC0714,Traction,power
BLK00852,SEC031,2025-05-12 06:00,2025-05-12 16:30,10.5,1,SIG2905,Signalling,none
BLK00853,SEC031,2025-05-15 06:00,2025-05-15 12:00,6.0,1,ENG0553,Engineering,track
BLK00854,SEC031,2025-05-25 06:00,2025-05-25 14:30,8.5,1,TRC0815,Traction,none
BLK00855,SEC031,2025-06-09 06:00,2025-06-09 15:00,9.0,1,SIG1457,Signalling,signal
BLK00856,SEC031,2025-06-13 06:00,2025-06-13 14:30,8.5,1,ENG1309,Engineering,track
BLK00857,SEC031,2025-06-15 06:00,2025-06-15 15:15,9.25,1,ENG2946,Engineering,track
BLK00858,SEC031,2025-06-21 06:00,2025-06-21 10:45,4.75,1,ENG1179,Engineering,track
BLK00859,SEC031,2025-07-01 06:00,2025-07-01 18:00,12.0,1,SIG1944,Signalling,signal
BLK00860,SEC031,2025-07-03 06:00,2025-07-03 12:15,6.25,1,ENG3259,Engineering,track
BLK00861,SEC031,2025-08-07 06:00,2025-08-07 13:15,7.25,2,TRC2754;ENG3409,Engineering;Traction,track
BLK00862,SEC031,2025-08-12 06:00,2025-08-12 16:45,10.75,1,ENG1718,Engineering,track
BLK00863,SEC031,2025-08-23 06:00,2025-08-23 16:30,10.5,1,ENG1628,Engineering,track
BLK00864,SEC031,2025-08-24 06:00,2025-08-24 10:15,4.25,1,ENG2350,Engineering,track
BLK00865,SEC031,2025-08-31 06:00,2025-08-31 16:45,10.75,1,SIG0589,Signalling,signal
BLK00866,SEC031,2025-09-07 01:16,2025-09-07 17:15,15.98,2,TRC0187;SIG0695,Signalling;Traction,power
BLK00867,SEC031,2025-09-28 06:00,2025-09-28 08:00,2.0,1,SIG2042,Signalling,signal
BLK00868,SEC031,2025-10-23 06:00,2025-10-23 09:45,3.75,1,TRC1266,Traction,power
BLK00869,SEC031,2025-10-24 06:00,2025-10-24 14:45,8.75,1,TRC1466,Traction,power
BLK00870,SEC031,2025-11-06 06:00,2025-11-06 12:00,6.0,1,ENG1385,Engineering,track
BLK00871,SEC031,2025-11-14 06:00,2025-11-14 15:45,9.75,1,TRC2147,Traction,none
BLK00872,SEC031,2025-11-22 06:00,2025-11-23 00:14,18.23,2,TRC1843;TRC2962,Traction,none
BLK00873,SEC031,2025-11-25 06:00,2025-11-25 09:00,3.0,1,TRC0326,Traction,none
BLK00874,SEC031,2025-11-27 06:00,2025-11-27 10:45,4.75,1,SIG0676,Signalling,signal
BLK00875,SEC031,2025-12-05 06:00,2025-12-05 16:00,10.0,1,ENG1224,Engineering,track
BLK00876,SEC031,2025-12-10 06:00,2025-12-10 16:00,10.0,1,TRC1381,Traction,none
BLK00877,SEC031,2025-12-14 06:00,2025-12-14 10:00,4.0,1,SIG1947,Signalling,none
BLK00878,SEC032,2025-01-11 06:00,2025-01-11 13:15,7.25,1,SIG0585,Signalling,signal
BLK00879,SEC032,2025-01-14 06:00,2025-01-14 13:00,7.0,1,SIG1044,Signalling,signal
BLK00880,SEC032,2025-01-21 06:00,2025-01-21 17:45,11.75,1,ENG1527,Engineering,track
BLK00881,SEC032,2025-01-24 06:00,2025-01-24 13:45,7.75,1,SIG1753,Signalling,none
BLK00882,SEC032,2025-02-15 06:00,2025-02-15 15:00,9.0,1,TRC1947,Traction,power
BLK00883,SEC032,2025-03-04 06:00,2025-03-04 12:00,6.0,1,ENG2875,Engineering,track
BLK00884,SEC032,2025-03-08 06:00,2025-03-08 12:15,6.25,1,ENG1740,Engineering,track
BLK00885,SEC032,2025-04-16 06:00,2025-04-16 17:15,11.25,1,ENG0196,Engineering,track
BLK00886,SEC032,2025-05-15 06:00,2025-05-15 14:00,8.0,1,SIG0342,Signalling,signal
BLK00887,SEC032,2025-05-23 06:00,2025-05-23 12:44,6.73,2,SIG0520;TRC2221,Signalling;Traction,none
BLK00888,SEC032,2025-06-06 06:00,2025-06-06 14:30,8.5,1,SIG2153,Signalling,signal
BLK00889,SEC032,2025-06-15 06:00,2025-06-15 13:15,7.25,1,TRC2657,Traction,power
BLK00890,SEC032,2025-06-28 06:00,2025-06-28 09:30,3.5,1,TRC1691,Traction,power
BLK00891,SEC032,2025-07-07 06:00,2025-07-07 16:30,10.5,1,ENG1417,Engineering,track
BLK00892,SEC032,2025-07-31 06:00,2025-07-31 12:00,6.0,1,TRC0304,Traction,power
BLK00893,SEC032,2025-08-19 06:00,2025-08-19 07:15,1.25,1,TRC2175,Traction,power
BLK00894,SEC032,2025-08-23 09:59,2025-08-23 21:14,11.25,1,ENG2503,Engineering,track
BLK00895,SEC032,2025-09-05 06:00,2025-09-05 11:45,5.75,1,SIG2119,Signalling,signal
BLK00896,SEC032,2025-09-07 06:00,2025-09-07 10:30,4.5,1,SIG1049,Signalling,none
BLK00897,SEC032,2025-09-17 06:00,2025-09-17 14:44,8.73,2,SIG2543;SIG0901,Signalling,signal
BLK00898,SEC032,2025-09-29 06:00,2025-09-29 15:00,9.0,1,TRC2558,Traction,power
BLK00899,SEC032,2025-10-07 06:00,2025-10-07 11:00,5.0,1,ENG2318,Engineering,track
BLK00900,SEC032,2025-10-11 06:00,2025-10-11 15:45,9.75,1,SIG1205,Signalling,signal
BLK00901,SEC032,2025-11-13 06:00,2025-11-13 14:30,8.5,1,SIG0874,Signalling,signal
BLK00902,SEC032,2025-11-16 06:00,2025-11-16 21:29,15.48,2,ENG0161;TRC2958,Engineering;Traction,track
BLK00903,SEC032,2025-11-27 06:00,2025-11-27 11:30,5.5,1,ENG3556,Engineering,track
BLK00904,SEC032,2025-12-09 06:00,2025-12-09 11:30,5.5,1,SIG1966,Signalling,none
BLK00905,SEC032,2025-12-18 06:00,2025-12-18 09:00,3.0,1,TRC2633,Traction,none
BLK00906,SEC033,2025-01-22 06:00,2025-01-22 17:00,11.0,1,ENG3264,Engineering,track
BLK00907,SEC033,2025-02-23 06:00,2025-02-23 12:15,6.25,1,SIG2493,Signalling,none
BLK00908,SEC033,2025-03-09 06:00,2025-03-09 08:15,2.25,1,ENG2992,Engineering,track
BLK00909,SEC033,2025-03-20 06:00,2025-03-20 08:30,2.5,1,ENG2301,Engineering,track
BLK00910,SEC033,2025-03-21 06:00,2025-03-21 11:45,5.75,2,SIG2565;SIG0171,Signalling,none
BLK00911,SEC033,2025-04-20 20:01,2025-04-21 09:00,12.98,2,TRC0023;TRC2843,Traction,none
BLK00912,SEC033,2025-05-03 06:00,2025-05-03 16:15,10.25,1,SIG2889,Signalling,signal
BLK00913,SEC033,2025-05-29 06:00,2025-05-29 23:44,17.73,2,SIG1026;SIG2725,Signalling,signal
BLK00914,SEC033,2025-06-26 06:00,2025-06-26 11:00,5.0,1,SIG0717,Signalling,signal
BLK00915,SEC033,2025-06-30 06:00,2025-06-30 19:14,13.23,2,ENG0530;TRC0175,Engineering;Traction,track
BLK00916,SEC033,2025-07-07 06:00,2025-07-07 12:45,6.75,2,ENG1135;SIG0879,Engineering;Signalling,signal;track
BLK00917,SEC033,2025-07-10 06:00,2025-07-10 16:00,10.0,1,TRC0643,Traction,power
BLK00918,SEC033,2025-07-15 06:00,2025-07-15 11:30,5.5,1,ENG0230,Engineering,track
BLK00919,SEC033,2025-07-21 06:00,2025-07-21 16:45,10.75,1,TRC2986,Traction,power
BLK00920,SEC033,2025-07-24 06:00,2025-07-24 16:30,10.5,1,SIG2334,Signalling,signal
BLK00921,SEC033,2025-07-26 06:00,2025-07-26 14:00,8.0,1,SIG0131,Signalling,none
BLK00922,SEC033,2025-07-29 06:00,2025-07-29 14:30,8.5,1,ENG0264,Engineering,track
BLK00923,SEC033,2025-08-12 06:00,2025-08-12 08:45,2.75,1,TRC0975,Traction,power
BLK00924,SEC033,2025-08-15 06:00,2025-08-15 10:00,4.0,1,ENG3907,Engineering,track
BLK00925,SEC033,2025-08-30 06:00,2025-08-30 10:15,4.25,1,ENG0194,Engineering,track
BLK00926,SEC033,2025-08-31 06:00,2025-08-31 12:00,6.0,1,TRC2007,Traction,power
BLK00927,SEC033,2025-09-30 06:00,2025-09-30 13:15,7.25,1,TRC2601,Traction,power
BLK00928,SEC033,2025-10-02 06:00,2025-10-02 07:45,1.75,1,ENG1925,Engineering,track
BLK00929,SEC033,2025-10-07 06:00,2025-10-07 07:45,1.75,1,TRC0418,Traction,power
BLK00930,SEC033,2025-10-10 04:31,2025-10-10 16:30,11.98,3,SIG2773;TRC2778;SIG1322,Signalling;Traction,power;signal
BLK00931,SEC033,2025-10-27 06:00,2025-10-27 16:45,10.75,2,TRC1308;ENG0165,Engineering;Traction,power;track
BLK00932,SEC033,2025-11-03 06:00,2025-11-03 10:30,4.5,1,SIG1347,Signalling,signal
BLK00933,SEC033,2025-11-06 06:00,2025-11-06 12:45,6.75,1,TRC0769,Traction,none
BLK00934,SEC033,2025-11-11 06:00,2025-11-11 18:00,12.0,1,SIG2520,Signalling,none
BLK00935,SEC033,2025-11-19 06:00,2025-11-19 07:15,1.25,1,ENG3986,Engineering,track
BLK00936,SEC033,2025-12-04 06:00,2025-12-04 07:45,1.75,1,TRC0202,Traction,none
BLK00937,SEC033,2025-12-05 06:00,2025-12-05 11:00,5.0,1,ENG0163,Engineering,track
BLK00938,SEC033,2025-12-18 06:00,2025-12-18 16:00,10.0,1,TRC1795,Traction,power
BLK00939,SEC034,2025-02-23 16:59,2025-02-24 12:43,19.73,2,TRC0699;SIG0061,Signalling;Traction,none
BLK00940,SEC034,2025-03-05 06:00,2025-03-05 11:00,5.0,1,TRC0125,Traction,none
BLK00941,SEC034,2025-03-16 06:00,2025-03-16 17:00,11.0,1,SIG0054,Signalling,none
BLK00942,SEC034,2025-04-04 06:00,2025-04-04 15:00,9.0,1,TRC1196,Traction,none
BLK00943,SEC034,2025-04-21 06:00,2025-04-21 14:00,8.0,1,SIG1892,Signalling,none
BLK00944,SEC034,2025-05-03 06:00,2025-05-03 10:30,4.5,1,TRC0369,Traction,none
BLK00945,SEC034,2025-05-10 06:00,2025-05-10 16:30,10.5,1,SIG0047,Signalling,none
BLK00946,SEC034,2025-05-30 06:00,2025-05-30 09:30,3.5,1,ENG0243,Engineering,track
BLK00947,SEC034,2025-06-05 06:00,2025-06-05 17:45,11.75,1,ENG1176,Engineering,track
BLK00948,SEC034,2025-06-10 06:00,2025-06-10 07:15,1.25,1,SIG0076,Signalling,signal
BLK00949,SEC034,2025-06-25 06:00,2025-06-25 10:00,4.0,1,ENG2646,Engineering,track
BLK00950,SEC034,2025-08-02 06:00,2025-08-02 11:00,5.0,1,ENG0355,Engineering,track
BLK00951,SEC034,2025-08-09 13:14,2025-08-09 23:29,10.25,1,TRC2749,Traction,none
BLK00952,SEC034,2025-08-14 06:00,2025-08-14 16:15,10.25,1,SIG1891,Signalling,signal
BLK00953,SEC034,2025-08-19 06:00,2025-08-19 07:30,1.5,1,ENG3456,Engineering,track
BLK00954,SEC034,2025-08-26 06:00,2025-08-26 11:30,5.5,1,SIG2927,Signalling,signal
BLK00955,SEC034,2025-10-03 06:00,2025-10-03 17:30,11.5,1,ENG0437,Engineering,track
BLK00956,SEC034,2025-10-05 06:00,2025-10-05 13:15,7.25,1,ENG1617,Engineering,track
BLK00957,SEC034,2025-10-25 06:00,2025-10-25 15:00,9.0,1,TRC1154,Traction,none
BLK00958,SEC034,2025-11-08 06:00,2025-11-08 11:00,5.0,1,ENG1906,Engineering,track
BLK00959,SEC034,2025-11-19 06:00,2025-11-19 16:30,10.5,1,SIG0897,Signalling,none
BLK00960,SEC034,2025-11-26 06:00,2025-11-26 17:30,11.5,1,TRC1955,Traction,none
BLK00961,SEC035,2025-01-19 10:29,2025-01-19 19:29,9.0,1,TRC1260,Traction,none
BLK00962,SEC035,2025-01-28 06:00,2025-01-28 08:15,2.25,1,ENG3772,Engineering,track
BLK00963,SEC035,2025-02-08 06:00,2025-02-08 18:00,12.0,1,ENG3848,Engineering,track
BLK00964,SEC035,2025-02-22 15:15,2025-02-23 17:58,26.72,5,SIG2252;TRC2794;TRC0501;TRC1895;SIG1048,Signalling;Traction,power;signal
BLK00965,SEC035,2025-04-06 06:00,2025-04-06 15:30,9.5,1,TRC0687,Traction,power
BLK00966,SEC035,2025-05-03 06:00,2025-05-03 10:15,4.25,1,TRC1113,Traction,power
BLK00967,SEC035,2025-05-25 06:00,2025-05-25 16:15,10.25,1,ENG1473,Engineering,track
BLK00968,SEC035,2025-06-01 06:00,2025-06-01 15:30,9.5,1,TRC2747,Traction,power
BLK00969,SEC035,2025-06-09 06:00,2025-06-09 11:00,5.0,1,SIG2788,Signalling,signal
BLK00970,SEC035,2025-07-14 06:00,2025-07-14 16:30,10.5,1,ENG0137,Engineering,track
BLK00971,SEC035,2025-08-10 06:00,2025-08-10 12:30,6.5,1,SIG2826,Signalling,signal
BLK00972,SEC035,2025-09-17 06:00,2025-09-17 16:00,10.0,1,ENG0894,Engineering,track
BLK00973,SEC035,2025-10-12 06:00,2025-10-12 12:00,6.0,1,TRC0838,Traction,power
BLK00974,SEC035,2025-10-14 06:00,2025-10-14 07:15,1.25,1,ENG0420,Engineering,track
BLK00975,SEC035,2025-10-17 06:00,2025-10-17 16:30,10.5,1,TRC0625,Traction,power
BLK00976,SEC035,2025-10-19 06:00,2025-10-19 18:00,12.0,1,TRC1964,Traction,none
BLK00977,SEC035,2025-11-08 22:46,2025-11-09 11:30,12.73,2,ENG1427;TRC0810,Engineering;Traction,power;track
BLK00978,SEC035,2025-11-18 06:00,2025-11-18 17:45,11.75,2,SIG2495;SIG2486,Signalling,signal
BLK00979,SEC035,2025-11-24 06:00,2025-11-24 17:15,11.25,1,SIG2601,Signalling,none
BLK00980,SEC035,2025-12-04 06:00,2025-12-04 11:30,5.5,1,TRC0846,Traction,none
BLK00981,SEC036,2025-01-14 06:00,2025-01-14 13:00,7.0,1,TRC1773,Traction,power
BLK00982,SEC036,2025-03-12 06:00,2025-03-12 17:30,11.5,1,ENG3971,Engineering,track
BLK00983,SEC036,2025-03-22 06:00,2025-03-22 16:45,10.75,1,TRC2139,Traction,none
BLK00984,SEC036,2025-03-23 06:00,2025-03-23 15:30,9.5,1,TRC0138,Traction,none
BLK00985,SEC036,2025-03-27 06:00,2025-03-27 16:15,10.25,2,TRC0502;SIG0271,Signalling;Traction,power;signal
BLK00986,SEC036,2025-04-01 06:00,2025-04-01 08:15,2.25,1,ENG0778,Engineering,track
BLK00987,SEC036,2025-04-06 06:00,2025-04-06 15:00,9.0,1,TRC2904,Traction,none
BLK00988,SEC036,2025-05-24 06:00,2025-05-24 16:00,10.0,1,ENG3374,Engineering,track
BLK00989,SEC036,2025-05-25 06:00,2025-05-25 17:15,11.25,1,TRC0876,Traction,none
BLK00990,SEC036,2025-06-06 06:00,2025-06-06 17:45,11.75,1,TRC1452,Traction,power
BLK00991,SEC036,2025-06-07 06:00,2025-06-07 13:30,7.5,1,ENG1664,Engineering,track
BLK00992,SEC036,2025-06-14 06:00,2025-06-14 08:30,2.5,1,SIG1860,Signalling,signal
BLK00993,SEC036,2025-06-28 06:00,2025-06-28 13:00,7.0,1,TRC1503,Traction,none
BLK00994,SEC036,2025-07-01 06:00,2025-07-01 10:30,4.5,1,ENG3287,Engineering,track
BLK00995,SEC036,2025-07-20 06:00,2025-07-20 15:15,9.25,1,SIG1527,Signalling,none
BLK00996,SEC036,2025-07-26 06:00,2025-07-26 07:30,1.5,1,ENG2606,Engineering,track
BLK00997,SEC036,2025-08-03 06:00,2025-08-03 10:30,4.5,1,ENG1086,Engineering,track
BLK00998,SEC036,2025-08-06 06:00,2025-08-06 13:45,7.75,1,SIG0888,Signalling,none
BLK00999,SEC036,2025-08-18 06:00,2025-08-18 18:00,12.0,2,SIG2068;ENG2629,Engineering;Signalling,signal;track
BLK01000,SEC036,2025-09-16 23:31,2025-09-17 12:15,12.73,3,TRC1270;ENG3759;TRC2196,Engineering;Traction,power;track
BLK01001,SEC036,2025-10-20 06:00,2025-10-20 16:30,10.5,1,ENG3544,Engineering,track
BLK01002,SEC036,2025-10-30 06:00,2025-10-30 15:00,9.0,1,ENG1693,Engineering,track
BLK01003,SEC036,2025-11-18 06:00,2025-11-18 09:15,3.25,1,ENG2190,Engineering,track
BLK01004,SEC036,2025-11-27 06:00,2025-11-27 15:00,9.0,1,SIG1355,Signalling,none
BLK01005,SEC036,2025-12-16 06:00,2025-12-16 16:45,10.75,1,SIG1582,Signalling,signal
BLK01006,SEC037,2025-01-11 06:00,2025-01-11 11:30,5.5,1,TRC0603,Traction,none
BLK01007,SEC037,2025-01-16 06:00,2025-01-16 08:00,2.0,1,SIG2375,Signalling,signal
BLK01008,SEC037,2025-01-21 06:00,2025-01-21 09:15,3.25,1,SIG0429,Signalling,none
BLK01009,SEC037,2025-02-10 06:00,2025-02-10 08:00,2.0,1,SIG2715,Signalling,signal
BLK01010,SEC037,2025-03-03 06:00,2025-03-03 09:00,3.0,1,TRC1714,Traction,none
BLK01011,SEC037,2025-03-17 06:00,2025-03-17 12:00,6.0,1,ENG3310,Engineering,track
BLK01012,SEC037,2025-03-20 02:16,2025-03-20 13:30,11.23,2,TRC2480;SIG1037,Signalling;Traction,signal
BLK01013,SEC037,2025-05-01 06:00,2025-05-01 12:15,6.25,1,SIG2560,Signalling,none
BLK01014,SEC037,2025-05-10 06:00,2025-05-10 17:30,11.5,1,TRC0723,Traction,none
BLK01015,SEC037,2025-05-12 06:00,2025-05-12 10:15,4.25,1,ENG1209,Engineering,track
BLK01016,SEC037,2025-05-17 06:00,2025-05-17 08:15,2.25,1,TRC1054,Traction,none
BLK01017,SEC037,2025-06-18 06:00,2025-06-18 09:15,3.25,1,TRC0285,Traction,none
BLK01018,SEC037,2025-06-26 06:00,2025-06-26 10:00,4.0,1,ENG2506,Engineering,track
BLK01019,SEC037,2025-07-13 06:00,2025-07-13 13:00,7.0,1,TRC1501,Traction,none
BLK01020,SEC037,2025-07-27 06:00,2025-07-27 12:45,6.75,1,SIG0859,Signalling,none
BLK01021,SEC037,2025-07-31 06:00,2025-07-31 08:45,2.75,1,ENG0216,Engineering,track
BLK01022,SEC037,2025-08-13 06:00,2025-08-13 09:45,3.75,1,ENG2024,Engineering,track
BLK01023,SEC037,2025-08-16 06:00,2025-08-16 13:00,7.0,1,TRC1549,Traction,none
BLK01024,SEC037,2025-08-18 06:00,2025-08-18 15:15,9.25,1,TRC2122,Traction,power
BLK01025,SEC037,2025-09-03 06:00,2025-09-03 07:15,1.25,1,ENG1752,Engineering,track
BLK01026,SEC037,2025-09-05 06:00,2025-09-05 10:15,4.25,1,TRC0041,Traction,power
BLK01027,SEC037,2025-09-24 06:00,2025-09-24 07:15,1.25,1,ENG3063,Engineering,track
BLK01028,SEC037,2025-10-08 06:00,2025-10-08 16:15,10.25,1,ENG2415,Engineering,track
BLK01029,SEC037,2025-10-23 06:00,2025-10-23 10:00,4.0,1,SIG0894,Signalling,signal
BLK01030,SEC037,2025-10-27 06:00,2025-10-27 14:15,8.25,1,ENG0131,Engineering,track
BLK01031,SEC037,2025-11-24 06:00,2025-11-24 14:00,8.0,1,ENG1039,Engineering,track
BLK01032,SEC037,2025-12-11 06:00,2025-12-11 09:30,3.5,1,TRC2378,Traction,none
BLK01033,SEC038,2025-01-21 04:15,2025-01-21 16:00,11.75,2,ENG1771;TRC0273,Engineering;Traction,power;track
BLK01034,SEC038,2025-02-11 10:14,2025-02-11 14:44,4.5,1,TRC2532,Traction,none
BLK01035,SEC038,2025-04-02 06:00,2025-04-02 07:45,1.75,1,ENG0463,Engineering,track
BLK01036,SEC038,2025-05-10 06:00,2025-05-10 09:30,3.5,1,SIG2057,Signalling,signal
BLK01037,SEC038,2025-05-16 06:00,2025-05-16 15:45,9.75,1,SIG0702,Signalling,signal
BLK01038,SEC038,2025-07-05 06:00,2025-07-05 17:15,11.25,1,SIG2970,Signalling,signal
BLK01039,SEC038,2025-07-10 06:00,2025-07-10 17:00,11.0,1,ENG3431,Engineering,track
BLK01040,SEC038,2025-07-12 06:00,2025-07-12 12:30,6.5,1,ENG0093,Engineering,track
