task_id,department,section_id,asset_id,asset_type,task_type,defect_type,severity,criticality,days_to_deadline,asset_age,failure_history,maintenance_frequency,estimated_duration_hours,required_team_size,safety_impact_encoded,train_traffic_density,expected_train_conflicts,historical_failure_rate,priority_score,priority_class,power_block_required,signal_block_required,track_block_required,status
SIG2018,Signalling,SEC024,AST0849,Point Machine,Signal Inspection,Lamp failure,4,LOW,42,27.9,10,12.42,1.1,8,1,0.413,2.3,5.04,41.9,MEDIUM,False,True,False,Scheduled
SIG2019,Signalling,SEC004,AST0829,Relay,Signal Inspection,Signal post tilt,3,MEDIUM,30,20.1,10,10.42,3.8,2,2,0.435,8.3,4.46,62.4,HIGH,False,False,False,Pending
SIG2020,Signalling,SEC009,AST0909,Relay,Relay Replacement,Coil failure,4,LOW,38,1.4,10,11.75,3.5,4,1,0.418,7.3,4.44,42.8,MEDIUM,False,True,False,In Progress
SIG2021,Signalling,SEC021,AST0921,Point Machine,Point Machine Servicing,Motor fault,4,LOW,44,10.4,10,11.42,5.8,2,1,0.436,12.6,4.5,41.8,MEDIUM,False,True,False,Pending
SIG2022,Signalling,SEC047,AST0797,Relay,Interlocking Test,Signal interlocking mismatch,2,HIGH,13,16.6,9,10.08,2.8,3,3,0.204,2.9,5.36,80.2,CRITICAL,False,False,False,Pending
SIG2023,Signalling,SEC046,AST0871,Level Crossing Equipment,Level Crossing Maintenance,Lighting defect,3,MEDIUM,25,14.6,10,10.33,1.3,11,2,0.27,1.8,6.88,61.0,HIGH,False,True,False,Pending
SIG2024,Signalling,SEC075,AST0975,Level Crossing Equipment,Point Machine Servicing,Detection rod issue,4,LOW,48,14.0,10,9.83,1.2,11,1,0.2,1.2,4.64,37.3,LOW,False,True,False,Pending
SIG2025,Signalling,SEC006,AST0906,Track Circuit,Level Crossing Maintenance,Lighting defect,2,HIGH,9,13.6,9,12.58,4.9,3,3,0.501,12.3,5.48,85.5,CRITICAL,False,True,False,Pending
SIG2026,Signalling,SEC041,AST0866,Track Circuit,Relay Replacement,Coil failure,1,CRITICAL,6,26.4,9,9.08,4.2,2,3,0.21,4.4,4.21,94.3,CRITICAL,False,True,False,Completed
SIG2027,Signalling,SEC060,AST0735,Level Crossing Equipment,Level Crossing Maintenance,Gate motor issue,3,MEDIUM,23,5.5,10,11.42,3.7,15,2,0.2,3.7,4.71,60.4,HIGH,False,True,False,Completed
SIG2028,Signalling,SEC075,AST0975,Level Crossing Equipment,Interlocking Test,Overlap fault,3,MEDIUM,17,14.0,10,9.83,1.9,4,2,0.2,1.9,4.64,61.7,HIGH,False,False,False,Pending
SIG2029,Signalling,SEC052,AST0877,Relay,Relay Replacement,Contact oxidation,3,MEDIUM,25,13.4,10,10.33,3.0,9,2,0.2,3.0,6.06,59.9,MEDIUM,False,False,False,Completed
SIG2030,Signalling,SEC056,AST0806,Communication Equipment,Interlocking Test,Signal interlocking mismatch,2,HIGH,14,1.7,10,11.58,9.6,2,3,0.285,13.7,4.77,81.2,CRITICAL,False,True,False,Pending
SIG2031,Signalling,SEC040,AST0865,Point Machine,Axle Counter Calibration,Reset failure,5,LOW,51,19.6,10,12.08,2.6,8,1,0.242,3.1,4.17,29.8,LOW,False,True,False,Completed
SIG2032,Signalling,SEC016,AST0916,Interlocking,Level Crossing Maintenance,Boom barrier fault,3,MEDIUM,20,27.8,10,12.25,5.6,11,2,0.424,11.9,4.21,64.4,HIGH,False,True,False,Pending
SIG2033,Signalling,SEC017,AST0767,Level Crossing Equipment,Relay Replacement,Contact oxidation,2,HIGH,8,10.8,10,10.67,2.4,6,3,0.384,4.6,3.81,84.0,CRITICAL,False,False,False,Completed
SIG2034,Signalling,SEC045,AST0720,Signal,Axle Counter Calibration,Reset failure,4,LOW,47,3.2,10,11.08,1.6,12,1,0.28,2.2,4.74,38.8,LOW,False,True,False,In Progress
SIG2035,Signalling,SEC064,AST0964,Interlocking,Signal Inspection,Lamp failure,2,HIGH,7,7.1,10,9.83,5.8,14,3,0.245,7.1,6.15,82.1,CRITICAL,False,False,False,Completed
SIG2036,Signalling,SEC065,AST0740,Interlocking,Communication Equipment Repair,OFC splice loss,3,MEDIUM,16,2.9,9,10.75,7.8,14,2,0.287,11.2,3.89,63.2,HIGH,False,True,False,Completed
SIG2037,Signalling,SEC071,AST0971,Axle Counter,Level Crossing Maintenance,Boom barrier fault,3,MEDIUM,26,25.3,6,9.92,3.9,5,2,0.222,4.3,6.15,60.1,HIGH,False,True,False,Pending
SIG2038,Signalling,SEC053,AST0878,Communication Equipment,Signal Inspection,Lamp failure,3,MEDIUM,25,22.9,10,11.83,11.5,14,2,0.25,14.4,4.69,60.7,HIGH,False,False,False,In Progress
SIG2039,Signalling,SEC071,AST0896,Signal,Communication Equipment Repair,OFC splice loss,4,LOW,49,25.6,10,9.92,8.8,5,1,0.222,9.8,6.15,37.4,LOW,False,False,False,Pending
SIG2040,Signalling,SEC037,AST0862,Communication Equipment,Communication Equipment Repair,OFC splice loss,4,LOW,31,6.2,4,10.08,5.4,8,1,0.498,13.4,5.05,45.6,MEDIUM,False,False,False,Completed
SIG2041,Signalling,SEC061,AST0811,Axle Counter,Signal Inspection,Aspect error,5,LOW,44,17.4,9,11.5,5.7,5,1,0.206,5.9,4.81,30.8,LOW,False,True,False,Scheduled
SIG2042,Signalling,SEC031,AST0856,Signal,Point Machine Servicing,Detection rod issue,3,MEDIUM,26,21.4,9,11.42,1.8,8,2,0.405,3.6,5.31,62.8,HIGH,False,True,False,Pending
SIG2043,Signalling,SEC062,AST0812,Interlocking,Interlocking Test,Route locking fault,3,MEDIUM,14,9.0,5,10.58,10.4,3,2,0.2,10.4,4.8,62.4,HIGH,False,True,False,Pending
SIG2044,Signalling,SEC019,AST0844,Interlocking,Point Machine Servicing,Clutch slip,4,LOW,43,5.5,10,12.17,3.5,14,1,0.488,8.5,3.64,42.8,MEDIUM,False,True,False,Cancelled
SIG2045,Signalling,SEC008,AST0758,Communication Equipment,Relay Replacement,Coil failure,3,MEDIUM,25,3.4,10,12.17,1.1,11,2,0.455,2.5,5.1,63.8,HIGH,False,True,False,Completed
SIG2046,Signalling,SEC030,AST0855,Level Crossing Equipment,Axle Counter Calibration,Count error,2,HIGH,9,16.3,10,12.25,9.4,9,3,0.409,19.2,3.96,84.1,CRITICAL,False,True,False,Pending
SIG2047,Signalling,SEC039,AST0939,Axle Counter,Track Circuit Maintenance,Receiver fault,3,MEDIUM,16,11.8,10,9.42,10.3,4,2,0.359,18.5,5.55,64.3,HIGH,False,False,False,Scheduled
SIG2048,Signalling,SEC003,AST0978,Track Circuit,Axle Counter Calibration,Count error,5,LOW,47,27.1,10,12.67,5.1,7,1,0.492,12.5,4.29,34.4,LOW,False,True,False,Completed
SIG2049,Signalling,SEC048,AST0723,Axle Counter,Relay Replacement,Contact oxidation,3,MEDIUM,17,16.7,10,11.25,4.9,13,2,0.293,7.2,3.75,63.1,HIGH,False,True,False,Scheduled
SIG2050,Signalling,SEC033,AST0933,Relay,Axle Counter Calibration,Count error,1,CRITICAL,4,12.5,10,12.0,10.7,8,3,0.492,26.3,4.08,99.0,CRITICAL,False,True,False,Completed
SIG2051,Signalling,SEC009,AST0834,Track Circuit,Point Machine Servicing,Motor fault,4,LOW,43,20.4,10,11.75,6.8,14,1,0.418,14.2,4.44,41.7,MEDIUM,False,True,False,Scheduled
SIG2052,Signalling,SEC047,AST0797,Relay,Signal Inspection,Signal post tilt,2,HIGH,8,16.6,9,10.08,3.9,5,3,0.204,4.0,5.36,81.3,CRITICAL,False,False,False,In Progress
SIG2053,Signalling,SEC053,AST0728,Signal,Level Crossing Maintenance,Lighting defect,2,HIGH,9,29.7,9,11.83,8.0,9,3,0.25,10.0,4.69,81.8,CRITICAL,False,True,False,Scheduled
SIG2054,Signalling,SEC057,AST0957,Relay,Signal Inspection,Signal post tilt,2,HIGH,15,27.1,8,9.08,4.9,12,3,0.347,8.5,4.81,81.9,CRITICAL,False,False,False,Pending
SIG2055,Signalling,SEC025,AST0775,Level Crossing Equipment,Signal Inspection,Signal post tilt,2,HIGH,8,18.2,7,11.67,4.9,4,3,0.482,11.8,4.77,85.5,CRITICAL,False,False,False,Completed
SIG2056,Signalling,SEC003,AST0903,Level Crossing Equipment,Axle Counter Calibration,Cable fault,2,HIGH,12,10.0,10,12.67,5.3,4,3,0.492,13.0,4.29,84.7,CRITICAL,False,False,False,Completed
SIG2057,Signalling,SEC038,AST0713,Point Machine,Signal Inspection,Aspect error,3,MEDIUM,19,19.1,7,11.25,3.3,5,2,0.411,6.8,5.15,64.4,HIGH,False,True,False,Scheduled
SIG2058,Signalling,SEC012,AST0912,Signal,Communication Equipment Repair,Control phone failure,2,HIGH,10,2.7,10,12.17,9.9,7,3,0.404,20.0,4.46,83.8,CRITICAL,False,True,False,Cancelled
SIG2059,Signalling,SEC059,AST0884,Interlocking,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,18,13.3,10,10.0,3.8,3,2,0.201,3.8,3.74,61.5,HIGH,False,True,False,Cancelled
SIG2060,Signalling,SEC018,AST0843,Axle Counter,Communication Equipment Repair,Radio fault,2,HIGH,11,21.2,10,11.92,10.2,14,3,0.416,21.2,4.53,83.8,CRITICAL,False,False,False,Completed
SIG2061,Signalling,SEC025,AST1000,Signal,Interlocking Test,Overlap fault,1,CRITICAL,7,0.8,10,11.67,7.1,9,3,0.482,17.1,4.77,98.2,CRITICAL,False,False,False,Scheduled
SIG2062,Signalling,SEC052,AST0952,Signal,Track Circuit Maintenance,Insulation failure,3,MEDIUM,23,2.0,10,10.33,3.8,2,2,0.2,3.8,6.06,60.4,HIGH,False,True,False,Pending
SIG2063,Signalling,SEC004,AST0904,Signal,Interlocking Test,Overlap fault,2,HIGH,15,9.8,8,10.42,3.9,4,3,0.435,8.5,4.46,83.2,CRITICAL,False,True,False,Pending
SIG2064,Signalling,SEC050,AST0725,Relay,Track Circuit Maintenance,Feed-end issue,4,LOW,51,27.8,10,10.17,7.3,10,1,0.2,7.3,5.04,36.7,LOW,False,False,False,Completed
SIG2065,Signalling,SEC058,AST0883,Axle Counter,Relay Replacement,Timing drift,2,HIGH,12,13.2,9,10.75,1.3,9,3,0.273,1.8,4.97,81.4,CRITICAL,False,False,False,Completed
SIG2066,Signalling,SEC073,AST0748,Interlocking,Communication Equipment Repair,OFC splice loss,2,HIGH,8,13.4,8,11.17,9.0,11,3,0.208,9.4,4.9,81.3,CRITICAL,False,True,False,Pending
SIG2067,Signalling,SEC058,AST0883,Axle Counter,Level Crossing Maintenance,Boom barrier fault,2,HIGH,14,13.2,9,10.75,8.5,13,3,0.273,11.6,4.97,81.0,CRITICAL,False,True,False,Scheduled
SIG2068,Signalling,SEC036,AST0786,Track Circuit,Point Machine Servicing,Clutch slip,3,MEDIUM,24,0.9,10,11.42,11.9,12,2,0.521,31.0,4.29,65.0,HIGH,False,True,False,Pending
SIG2069,Signalling,SEC073,AST0748,Interlocking,Interlocking Test,Overlap fault,1,CRITICAL,5,13.4,8,11.17,4.3,2,3,0.208,4.5,4.9,94.5,CRITICAL,False,True,False,Scheduled
SIG2070,Signalling,SEC063,AST0813,Relay,Point Machine Servicing,Motor fault,4,LOW,31,1.5,8,10.42,5.1,14,1,0.203,5.2,3.0,41.2,MEDIUM,False,False,False,Pending
SIG2071,Signalling,SEC055,AST0805,Relay,Level Crossing Maintenance,Bell failure,3,MEDIUM,19,13.7,10,12.5,3.3,8,2,0.211,3.5,4.48,61.4,HIGH,False,False,False,Scheduled
SIG2072,Signalling,SEC017,AST0767,Level Crossing Equipment,Level Crossing Maintenance,Boom barrier fault,5,LOW,75,10.8,10,10.67,10.3,3,1,0.384,19.8,3.81,26.6,LOW,False,True,False,Pending
SIG2073,Signalling,SEC011,AST0986,Track Circuit,Relay Replacement,Coil failure,4,LOW,26,4.9,10,13.25,10.7,2,1,0.484,25.9,5.46,46.5,MEDIUM,False,True,False,Pending
SIG2074,Signalling,SEC007,AST0982,Communication Equipment,Relay Replacement,Mechanical wear,5,LOW,73,5.2,10,11.25,1.1,10,1,0.474,2.6,4.8,28.4,LOW,False,False,False,Completed
SIG2075,Signalling,SEC018,AST0843,Axle Counter,Track Circuit Maintenance,Receiver fault,1,CRITICAL,3,21.2,10,11.92,7.1,3,3,0.416,14.8,4.53,98.1,CRITICAL,False,False,False,Completed
SIG2076,Signalling,SEC026,AST0926,Communication Equipment,Communication Equipment Repair,Fiber break,3,MEDIUM,25,28.7,6,11.42,4.1,12,2,0.516,10.6,7.05,64.7,HIGH,False,True,False,In Progress
SIG2077,Signalling,SEC014,AST0764,Interlocking,Point Machine Servicing,Motor fault,5,LOW,57,7.9,10,11.17,7.1,13,1,0.454,16.1,3.68,31.6,LOW,False,True,False,Pending
SIG2078,Signalling,SEC045,AST0870,Communication Equipment,Track Circuit Maintenance,Insulation failure,1,CRITICAL,6,3.7,10,11.08,8.9,2,3,0.28,12.5,4.74,95.4,CRITICAL,False,True,False,In Progress
SIG2079,Signalling,SEC023,AST0923,Axle Counter,Signal Inspection,Signal post tilt,2,HIGH,11,26.3,10,12.25,3.3,6,3,0.453,7.5,6.82,84.4,CRITICAL,False,True,False,Scheduled
SIG2080,Signalling,SEC017,AST0992,Signal,Communication Equipment Repair,OFC splice loss,3,MEDIUM,30,4.3,10,10.67,5.6,15,2,0.384,10.8,3.81,61.6,HIGH,False,True,False,Completed
SIG2081,Signalling,SEC034,AST0784,Signal,Level Crossing Maintenance,Lighting defect,5,LOW,76,9.3,10,10.58,11.8,7,1,0.339,20.0,6.29,25.7,LOW,False,True,False,Completed
SIG2082,Signalling,SEC075,AST0825,Point Machine,Axle Counter Calibration,Count error,4,LOW,39,13.1,10,9.83,2.1,10,1,0.2,2.1,4.64,39.3,LOW,False,True,False,Pending
SIG2083,Signalling,SEC039,AST0714,Track Circuit,Signal Inspection,Signal post tilt,3,MEDIUM,20,12.5,6,9.42,3.1,5,2,0.359,5.6,5.55,63.4,HIGH,False,True,False,Completed
SIG2084,Signalling,SEC043,AST0943,Level Crossing Equipment,Point Machine Servicing,Lock bar defect,3,MEDIUM,21,20.3,7,9.67,8.9,5,2,0.327,14.6,3.92,62.7,HIGH,False,False,False,In Progress
SIG2085,Signalling,SEC049,AST0724,Interlocking,Communication Equipment Repair,Fiber break,4,LOW,35,8.1,7,10.5,2.3,7,1,0.329,3.8,4.91,42.2,MEDIUM,False,True,False,Cancelled
SIG2086,Signalling,SEC030,AST0855,Level Crossing Equipment,Communication Equipment Repair,Control phone failure,2,HIGH,9,16.3,10,12.25,9.8,13,3,0.409,20.0,3.96,84.1,CRITICAL,False,False,False,Cancelled
SIG2087,Signalling,SEC066,AST0891,Axle Counter,Track Circuit Maintenance,Insulation failure,3,MEDIUM,27,28.8,10,11.67,7.0,4,2,0.27,9.5,3.83,60.6,HIGH,False,False,False,Pending
SIG2088,Signalling,SEC052,AST0877,Relay,Signal Inspection,Aspect error,4,LOW,33,13.4,10,10.33,3.5,14,1,0.2,3.5,6.06,40.7,MEDIUM,False,False,False,Pending
SIG2089,Signalling,SEC018,AST0843,Axle Counter,Axle Counter Calibration,Reset failure,2,HIGH,7,21.2,10,11.92,10.9,7,3,0.416,22.7,4.53,84.7,CRITICAL,False,False,False,Pending
SIG2090,Signalling,SEC059,AST0884,Interlocking,Interlocking Test,Signal interlocking mismatch,5,LOW,61,13.3,10,10.0,10.4,15,1,0.201,10.5,3.74,27.0,LOW,False,True,False,Scheduled
SIG2091,Signalling,SEC014,AST0764,Interlocking,Signal Inspection,Lamp failure,3,MEDIUM,21,7.9,10,11.17,8.8,12,2,0.454,20.0,3.68,64.6,HIGH,False,True,False,In Progress
SIG2092,Signalling,SEC046,AST0721,Point Machine,Signal Inspection,Lamp failure,4,LOW,51,12.8,10,10.33,11.0,13,1,0.27,14.8,6.88,37.7,LOW,False,False,False,Pending
SIG2093,Signalling,SEC022,AST0922,Track Circuit,Track Circuit Maintenance,Feed-end issue,4,LOW,39,11.1,8,13.08,11.3,5,1,0.39,22.0,4.96,42.2,MEDIUM,False,False,False,Completed
SIG2094,Signalling,SEC050,AST0950,Communication Equipment,Relay Replacement,Contact oxidation,2,HIGH,14,16.9,10,10.17,9.5,4,3,0.2,9.5,5.04,79.9,HIGH,False,False,False,Pending
SIG2095,Signalling,SEC013,AST0763,Axle Counter,Axle Counter Calibration,Reset failure,1,CRITICAL,4,22.8,10,12.08,7.3,9,3,0.475,17.3,5.41,98.7,CRITICAL,False,False,False,Cancelled
SIG2096,Signalling,SEC024,AST0774,Communication Equipment,Axle Counter Calibration,Reset failure,3,MEDIUM,28,1.6,10,12.42,10.8,11,2,0.413,22.3,5.04,62.5,HIGH,False,True,False,Scheduled
SIG2097,Signalling,SEC040,AST0865,Point Machine,Signal Inspection,Aspect error,3,MEDIUM,18,19.6,10,12.08,6.6,6,2,0.242,8.0,4.17,62.1,HIGH,False,True,False,In Progress
SIG2098,Signalling,SEC065,AST0740,Interlocking,Communication Equipment Repair,OFC splice loss,5,LOW,73,2.9,9,10.75,7.4,5,1,0.287,10.6,3.89,25.6,LOW,False,True,False,Completed
SIG2099,Signalling,SEC074,AST0974,Communication Equipment,Level Crossing Maintenance,Bell failure,1,CRITICAL,5,15.8,10,10.33,10.5,10,3,0.24,12.6,5.14,95.0,CRITICAL,False,False,False,In Progress
SIG2100,Signalling,SEC019,AST0994,Track Circuit,Relay Replacement,Coil failure,2,HIGH,14,15.5,10,12.17,7.1,3,3,0.488,17.3,3.64,84.2,CRITICAL,False,True,False,Pending
SIG2101,Signalling,SEC055,AST0955,Axle Counter,Point Machine Servicing,Clutch slip,4,LOW,31,27.0,10,12.5,11.7,14,1,0.211,12.3,4.48,41.3,MEDIUM,False,True,False,Scheduled
SIG2102,Signalling,SEC012,AST0987,Axle Counter,Interlocking Test,Route locking fault,5,LOW,53,12.2,8,12.17,4.7,9,1,0.404,9.5,4.46,31.8,LOW,False,False,False,Scheduled
SIG2103,Signalling,SEC006,AST0831,Level Crossing Equipment,Relay Replacement,Mechanical wear,1,CRITICAL,4,19.9,10,12.58,7.1,8,3,0.501,17.8,5.48,99.1,CRITICAL,False,False,False,Pending
SIG2104,Signalling,SEC036,AST0786,Track Circuit,Signal Inspection,Signal post tilt,3,MEDIUM,28,0.9,10,11.42,4.4,9,2,0.521,11.5,4.29,64.1,HIGH,False,True,False,Pending
SIG2105,Signalling,SEC060,AST0885,Relay,Point Machine Servicing,Lock bar defect,3,MEDIUM,26,8.9,9,11.42,4.6,5,2,0.2,4.6,4.71,59.7,MEDIUM,False,True,False,Completed
SIG2106,Signalling,SEC044,AST0719,Level Crossing Equipment,Signal Inspection,Aspect error,2,HIGH,13,18.3,10,12.25,5.4,8,3,0.347,9.4,5.07,82.3,CRITICAL,False,False,False,In Progress
SIG2107,Signalling,SEC051,AST0801,Point Machine,Track Circuit Maintenance,Insulation failure,4,LOW,60,17.7,7,10.25,5.7,8,1,0.258,7.4,4.19,35.5,LOW,False,True,False,Pending
SIG2108,Signalling,SEC027,AST0927,Level Crossing Equipment,Axle Counter Calibration,Count error,3,MEDIUM,20,28.7,10,11.75,7.8,14,2,0.357,13.9,4.24,63.4,HIGH,False,False,False,Scheduled
SIG2109,Signalling,SEC075,AST0900,Interlocking,Level Crossing Maintenance,Lighting defect,4,LOW,28,17.9,9,9.83,2.9,11,1,0.2,2.9,4.64,41.8,MEDIUM,False,True,False,Scheduled
SIG2110,Signalling,SEC004,AST0754,Track Circuit,Signal Inspection,Signal post tilt,5,LOW,43,13.5,5,10.42,5.1,14,1,0.435,11.1,4.46,34.5,LOW,False,True,False,Pending
SIG2111,Signalling,SEC018,AST0918,Communication Equipment,Interlocking Test,Logic error,4,LOW,27,12.9,10,11.92,5.1,15,1,0.416,10.6,4.53,45.2,MEDIUM,False,True,False,Pending
SIG2112,Signalling,SEC019,AST0844,Interlocking,Point Machine Servicing,Motor fault,1,CRITICAL,6,5.5,10,12.17,9.5,12,3,0.488,23.2,3.64,98.5,CRITICAL,False,True,False,Pending
SIG2113,Signalling,SEC040,AST0940,Interlocking,Level Crossing Maintenance,Gate motor issue,5,LOW,82,12.4,10,12.08,1.1,12,1,0.242,1.3,4.17,22.9,LOW,False,True,False,Completed
SIG2114,Signalling,SEC016,AST0841,Point Machine,Interlocking Test,Signal interlocking mismatch,4,LOW,46,5.3,10,12.25,7.3,7,1,0.424,15.5,4.21,41.1,MEDIUM,False,True,False,Cancelled
SIG2115,Signalling,SEC009,AST0834,Track Circuit,Interlocking Test,Overlap fault,3,MEDIUM,19,20.4,10,11.75,3.4,6,2,0.418,7.1,4.44,64.5,HIGH,False,False,False,Completed
SIG2116,Signalling,SEC009,AST0834,Track Circuit,Communication Equipment Repair,OFC splice loss,5,LOW,55,20.4,10,11.75,11.8,12,1,0.418,24.7,4.44,31.5,LOW,False,False,False,Scheduled
SIG2117,Signalling,SEC057,AST0807,Level Crossing Equipment,Axle Counter Calibration,Sensor misalignment,3,MEDIUM,25,15.4,9,9.08,6.5,3,2,0.347,11.3,4.81,62.1,HIGH,False,False,False,Completed
SIG2118,Signalling,SEC021,AST0771,Axle Counter,Track Circuit Maintenance,Feed-end issue,3,MEDIUM,28,5.2,7,11.42,4.8,3,2,0.436,10.5,4.5,62.8,HIGH,False,True,False,Completed
SIG2119,Signalling,SEC032,AST0707,Axle Counter,Track Circuit Maintenance,Insulation failure,4,LOW,28,3.8,10,12.0,5.7,6,1,0.349,9.9,3.71,44.0,MEDIUM,False,True,False,Scheduled
SIG2120,Signalling,SEC055,AST0880,Signal,Track Circuit Maintenance,Bonding defect,2,HIGH,7,19.7,9,12.5,2.8,2,3,0.211,3.0,4.48,81.6,CRITICAL,False,True,False,Completed
SIG2121,Signalling,SEC063,AST0813,Relay,Signal Inspection,Lens damage,5,LOW,71,1.5,8,10.42,5.1,10,1,0.203,5.2,3.0,24.8,LOW,False,True,False,Pending
SIG2122,Signalling,SEC073,AST0973,Relay,Relay Replacement,Timing drift,3,MEDIUM,25,14.6,10,11.17,2.9,5,2,0.208,3.0,4.9,60.1,HIGH,False,True,False,Scheduled
SIG2123,Signalling,SEC073,AST0973,Relay,Relay Replacement,Contact oxidation,5,LOW,83,14.6,10,11.17,3.9,11,1,0.208,4.1,4.9,22.2,LOW,False,True,False,Scheduled
SIG2124,Signalling,SEC005,AST0980,Interlocking,Track Circuit Maintenance,Bonding defect,4,LOW,54,20.6,1,11.75,3.4,12,1,0.528,9.0,3.62,40.9,MEDIUM,False,True,False,Pending
SIG2125,Signalling,SEC023,AST0923,Axle Counter,Point Machine Servicing,Lock bar defect,3,MEDIUM,22,26.3,10,12.25,7.2,15,2,0.453,16.3,6.82,64.4,HIGH,False,False,False,Scheduled
SIG2126,Signalling,SEC044,AST0944,Signal,Point Machine Servicing,Motor fault,3,MEDIUM,27,4.8,8,12.25,11.0,6,2,0.347,19.1,5.07,61.7,HIGH,False,True,False,Pending
SIG2127,Signalling,SEC051,AST0726,Communication Equipment,Level Crossing Maintenance,Bell failure,3,MEDIUM,27,24.9,10,10.25,2.5,11,2,0.258,3.2,4.19,60.4,HIGH,False,False,False,Completed
SIG2128,Signalling,SEC052,AST0877,Relay,Relay Replacement,Timing drift,3,MEDIUM,20,13.4,10,10.33,3.5,11,2,0.2,3.5,6.06,61.1,HIGH,False,False,False,Completed
SIG2129,Signalling,SEC049,AST0949,Relay,Track Circuit Maintenance,Feed-end issue,4,LOW,46,3.1,10,10.5,2.8,5,1,0.329,4.6,4.91,39.7,LOW,False,False,False,Completed
SIG2130,Signalling,SEC004,AST0979,Axle Counter,Track Circuit Maintenance,Bonding defect,2,HIGH,9,16.4,9,10.42,5.4,11,3,0.435,11.7,4.46,84.5,CRITICAL,False,True,False,Pending
SIG2131,Signalling,SEC033,AST0783,Level Crossing Equipment,Level Crossing Maintenance,Boom barrier fault,2,HIGH,10,26.5,10,12.0,2.3,8,3,0.492,5.7,4.08,85.2,CRITICAL,False,True,False,In Progress
SIG2132,Signalling,SEC020,AST0845,Relay,Level Crossing Maintenance,Gate motor issue,5,LOW,78,6.7,8,10.75,1.2,7,1,0.384,2.3,4.16,25.9,LOW,False,True,False,Pending
SIG2133,Signalling,SEC019,AST0919,Level Crossing Equipment,Relay Replacement,Timing drift,3,MEDIUM,17,6.1,10,12.17,5.1,6,2,0.488,12.4,3.64,66.0,HIGH,False,False,False,Pending
SIG2134,Signalling,SEC005,AST0830,Communication Equipment,Signal Inspection,Signal post tilt,3,MEDIUM,28,14.4,9,11.75,1.9,10,2,0.528,5.0,3.62,64.2,HIGH,False,False,False,Pending
SIG2135,Signalling,SEC038,AST0938,Track Circuit,Interlocking Test,Logic error,2,HIGH,10,27.6,10,11.25,9.3,6,3,0.411,19.1,5.15,83.9,CRITICAL,False,True,False,Completed
SIG2136,Signalling,SEC069,AST0744,Signal,Relay Replacement,Coil failure,1,CRITICAL,5,3.0,10,9.42,7.8,7,3,0.2,7.8,4.93,94.4,CRITICAL,False,True,False,Completed
SIG2137,Signalling,SEC061,AST0736,Signal,Track Circuit Maintenance,Receiver fault,3,MEDIUM,25,24.4,10,11.5,1.5,11,2,0.206,1.5,4.81,60.0,MEDIUM,False,True,False,Pending
SIG2138,Signalling,SEC042,AST0942,Communication Equipment,Relay Replacement,Contact oxidation,4,LOW,60,10.0,9,11.0,9.6,11,1,0.291,14.0,4.95,36.0,LOW,False,False,False,Completed
SIG2139,Signalling,SEC025,AST0850,Track Circuit,Track Circuit Maintenance,Bonding defect,2,HIGH,9,23.0,10,11.67,3.4,4,3,0.482,8.2,4.77,85.2,CRITICAL,False,True,False,Completed
SIG2140,Signalling,SEC021,AST0921,Point Machine,Relay Replacement,Contact oxidation,5,LOW,52,10.4,10,11.42,11.7,12,1,0.436,25.5,4.5,32.5,LOW,False,True,False,Completed
SIG2141,Signalling,SEC001,AST0901,Relay,Track Circuit Maintenance,Bonding defect,3,MEDIUM,17,23.3,9,10.25,6.4,7,2,0.426,13.6,4.45,65.1,HIGH,False,False,False,Scheduled
SIG2142,Signalling,SEC058,AST0883,Axle Counter,Relay Replacement,Mechanical wear,2,HIGH,9,13.2,9,10.75,2.4,8,3,0.273,3.3,4.97,82.1,CRITICAL,False,False,False,Pending
SIG2143,Signalling,SEC002,AST0752,Signal,Point Machine Servicing,Detection rod issue,1,CRITICAL,5,17.1,9,12.75,9.0,15,3,0.341,15.3,5.79,96.5,CRITICAL,False,True,False,In Progress
SIG2144,Signalling,SEC070,AST0970,Track Circuit,Axle Counter Calibration,Cable fault,3,MEDIUM,19,24.8,8,10.42,4.1,13,2,0.228,4.7,3.73,61.7,HIGH,False,True,False,Completed
SIG2145,Signalling,SEC056,AST0806,Communication Equipment,Axle Counter Calibration,Cable fault,4,LOW,32,1.7,10,11.58,1.0,6,1,0.285,1.4,4.77,42.2,MEDIUM,False,False,False,Scheduled
SIG2146,Signalling,SEC003,AST0978,Track Circuit,Track Circuit Maintenance,Bonding defect,3,MEDIUM,14,27.1,10,12.67,9.7,11,2,0.492,23.9,4.29,66.8,HIGH,False,True,False,Pending
SIG2147,Signalling,SEC052,AST0877,Relay,Point Machine Servicing,Detection rod issue,3,MEDIUM,15,13.4,10,10.33,7.8,14,2,0.2,7.8,6.06,62.2,HIGH,False,True,False,Completed
SIG2148,Signalling,SEC028,AST0778,Track Circuit,Point Machine Servicing,Clutch slip,4,LOW,35,19.1,10,10.92,1.8,11,1,0.519,4.7,5.33,45.0,MEDIUM,False,True,False,Cancelled
SIG2149,Signalling,SEC015,AST0915,Axle Counter,Track Circuit Maintenance,Insulation failure,4,LOW,32,29.8,10,11.67,8.8,7,1,0.45,19.8,3.48,44.6,MEDIUM,False,False,False,Scheduled
