task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,days_until_due,urgency_category
ENG2837,AST0077,SEC002,Ballast Maintenance,Vegetation growth,5,LOW,2025-08-06,2025-08-06,2025-10-16,2.7,3,LOW,Cancelled,71,Low
ENG2838,AST0131,SEC056,Track Alignment,Buckling risk,3,MEDIUM,2025-04-09,2025-04-12,2025-05-11,7.9,8,MEDIUM,Pending,29,Normal
ENG2839,AST0383,SEC008,Track Geometry Correction,Gauge irregularity,4,LOW,2025-04-04,2025-04-06,2025-06-02,10.1,4,LOW,Completed,57,Low
ENG2840,AST0184,SEC034,Rail Inspection,Rail crack,2,HIGH,2025-09-26,2025-09-26,2025-10-06,10.9,4,HIGH,Pending,10,Normal
ENG2841,AST0092,SEC017,Rail Inspection,Corrugation,4,LOW,2025-09-04,2025-09-04,2025-10-20,6.4,3,LOW,Scheduled,46,Low
ENG2842,AST0376,SEC001,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-09-26,2025-09-29,2025-10-25,11.7,12,MEDIUM,Scheduled,26,Normal
ENG2843,AST0253,SEC028,Rail Inspection,Gauge deviation,1,CRITICAL,2025-03-05,2025-03-06,2025-03-13,3.5,12,HIGH,Scheduled,7,Urgent
ENG2844,AST0324,SEC024,Sleeper Replacement,Missing sleeper,5,LOW,2025-06-03,2025-06-06,2025-08-02,5.0,7,LOW,Scheduled,57,Low
ENG2845,AST0124,SEC049,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-12-18,2025-12-21,2026-01-12,2.4,15,MEDIUM,Completed,22,Normal
ENG2846,AST0351,SEC051,Rail Inspection,Surface defect,2,HIGH,2025-10-02,2025-10-02,2025-10-09,1.5,7,HIGH,Pending,7,Urgent
ENG2847,AST0330,SEC030,Rail Inspection,Gauge deviation,3,MEDIUM,2025-10-11,2025-10-12,2025-11-09,8.2,14,MEDIUM,In Progress,28,Normal
ENG2848,AST0196,SEC046,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-09-05,2025-09-07,2025-09-27,6.7,15,MEDIUM,Completed,20,Normal
ENG2849,AST0209,SEC059,Track Geometry Correction,Twist fault,5,LOW,2025-05-24,2025-05-25,2025-08-15,2.6,3,LOW,In Progress,82,Low
ENG2850,AST0163,SEC013,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-01-15,2025-01-17,2025-02-13,3.0,10,MEDIUM,Pending,27,Normal
ENG2851,AST0031,SEC031,Rail Replacement,Rail end batter,1,CRITICAL,2025-06-07,2025-06-08,2025-06-12,7.9,5,HIGH,Pending,4,Urgent
ENG2852,AST0270,SEC045,Sleeper Replacement,Missing sleeper,1,CRITICAL,2025-05-03,2025-05-05,2025-05-10,8.9,9,HIGH,Completed,5,Urgent
ENG2853,AST0208,SEC058,Track Alignment,Buckling risk,5,LOW,2025-08-10,2025-08-11,2025-10-11,11.9,4,LOW,In Progress,61,Low
ENG2854,AST0053,SEC053,Welding,Misaligned weld,1,CRITICAL,2025-05-03,2025-05-06,2025-05-13,5.9,4,HIGH,Cancelled,7,Urgent
ENG2855,AST0324,SEC024,Sleeper Replacement,Missing sleeper,1,CRITICAL,2025-04-07,2025-04-09,2025-04-16,10.3,6,HIGH,Pending,7,Urgent
ENG2856,AST0377,SEC002,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-05-21,2025-05-21,2025-06-17,10.8,4,MEDIUM,Completed,27,Normal
ENG2857,AST0347,SEC047,Rail Replacement,End-post fracture,4,LOW,2025-10-02,2025-10-04,2025-11-29,5.1,15,LOW,Scheduled,56,Low
ENG2858,AST0207,SEC057,Turnout Maintenance,Check rail gap,2,HIGH,2025-05-31,2025-05-31,2025-06-10,1.5,15,HIGH,Pending,10,Normal
ENG2859,AST0171,SEC021,Welding,Weld crack,2,HIGH,2025-12-11,2025-12-13,2025-12-24,4.1,9,HIGH,Cancelled,11,Normal
ENG2860,AST0242,SEC017,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-05-18,2025-05-18,2025-06-03,3.1,7,MEDIUM,In Progress,16,Normal
ENG2861,AST0223,SEC073,Track Alignment,Vertical misalignment,3,MEDIUM,2025-05-01,2025-05-04,2025-05-24,7.6,11,MEDIUM,Completed,20,Normal
ENG2862,AST0353,SEC053,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-12-13,2025-12-15,2026-01-26,8.2,15,LOW,Completed,42,Low
ENG2863,AST0025,SEC025,Sleeper Replacement,Decayed wooden sleeper,1,CRITICAL,2025-06-05,2025-06-07,2025-06-11,1.6,5,HIGH,Pending,4,Urgent
ENG2864,AST0165,SEC015,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-04-03,2025-04-03,2025-04-17,10.3,7,MEDIUM,Cancelled,14,Normal
ENG2865,AST0074,SEC074,Track Geometry Correction,Alignment defect,4,LOW,2025-03-25,2025-03-28,2025-04-25,1.8,10,LOW,Pending,28,Normal
ENG2866,AST0190,SEC040,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-06-03,2025-06-03,2025-06-19,4.4,6,MEDIUM,Pending,16,Normal
ENG2867,AST0377,SEC002,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-04-19,2025-04-21,2025-04-29,11.7,4,HIGH,In Progress,8,Normal
ENG2868,AST0007,SEC007,Turnout Maintenance,Switch tongue wear,4,LOW,2025-05-02,2025-05-02,2025-06-10,9.8,15,LOW,Completed,39,Low
ENG2869,AST0200,SEC050,Turnout Maintenance,Switch tongue wear,2,HIGH,2025-10-03,2025-10-05,2025-10-14,7.4,12,HIGH,Scheduled,9,Normal
ENG2870,AST0081,SEC006,Rail Replacement,Broken rail,3,MEDIUM,2025-12-06,2025-12-08,2025-12-27,5.2,14,MEDIUM,Scheduled,19,Normal
ENG2871,AST0179,SEC029,Rail Replacement,Rail end batter,3,MEDIUM,2025-09-05,2025-09-08,2025-10-08,7.5,9,MEDIUM,Pending,30,Normal
ENG2872,AST0124,SEC049,Welding,Thermit weld defect,1,CRITICAL,2025-03-22,2025-03-25,2025-03-30,10.0,8,HIGH,Completed,5,Urgent
ENG2873,AST0322,SEC022,Track Alignment,Cant deficiency,3,MEDIUM,2025-04-03,2025-04-06,2025-05-05,4.2,14,MEDIUM,Completed,29,Normal
ENG2874,AST0077,SEC002,Turnout Maintenance,Check rail gap,5,LOW,2025-07-27,2025-07-27,2025-09-19,7.1,5,LOW,Pending,54,Low
ENG2875,AST0032,SEC032,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-03-01,2025-03-04,2025-03-19,5.8,13,HIGH,Pending,15,Normal
ENG2876,AST0295,SEC070,Rail Replacement,Broken rail,3,MEDIUM,2025-01-28,2025-01-29,2025-02-28,11.2,7,MEDIUM,Completed,30,Normal
ENG2877,AST0336,SEC036,Rail Replacement,End-post fracture,1,CRITICAL,2025-07-12,2025-07-14,2025-07-21,8.1,3,HIGH,In Progress,7,Urgent
ENG2878,AST0264,SEC039,Turnout Maintenance,Check rail gap,5,LOW,2025-11-10,2025-11-12,2026-01-05,10.2,9,LOW,In Progress,54,Low
ENG2879,AST0155,SEC005,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-03-27,2025-03-27,2025-04-10,1.2,4,MEDIUM,Completed,14,Normal
ENG2880,AST0253,SEC028,Rail Replacement,Severely worn rail,3,MEDIUM,2025-07-10,2025-07-10,2025-07-25,6.3,8,MEDIUM,Completed,15,Normal
ENG2881,AST0040,SEC040,Track Geometry Correction,Cross-level error,2,HIGH,2025-02-23,2025-02-26,2025-03-08,4.0,2,HIGH,Completed,10,Normal
ENG2882,AST0136,SEC061,Rail Inspection,Corrugation,3,MEDIUM,2025-02-18,2025-02-21,2025-03-08,10.4,11,MEDIUM,Completed,15,Normal
ENG2883,AST0237,SEC012,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-07-15,2025-07-18,2025-08-10,7.0,11,MEDIUM,Pending,23,Normal
ENG2884,AST0251,SEC026,Rail Replacement,Broken rail,5,LOW,2025-11-16,2025-11-17,2025-12-31,7.1,14,LOW,Pending,44,Low
ENG2885,AST0367,SEC067,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-01-01,2025-01-03,2025-01-28,2.9,12,MEDIUM,Scheduled,25,Normal
ENG2886,AST0181,SEC031,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-08-14,2025-08-16,2025-09-01,6.8,6,MEDIUM,Completed,16,Normal
ENG2887,AST0313,SEC013,Rail Inspection,Surface defect,1,CRITICAL,2025-04-19,2025-04-20,2025-04-25,11.9,5,HIGH,Scheduled,5,Urgent
ENG2888,AST0158,SEC008,Welding,Misaligned weld,4,LOW,2025-02-18,2025-02-19,2025-03-21,2.8,6,LOW,In Progress,30,Normal
ENG2889,AST0269,SEC044,Track Alignment,Buckling risk,3,MEDIUM,2025-12-06,2025-12-09,2025-12-31,1.9,9,MEDIUM,Completed,22,Normal
ENG2890,AST0053,SEC053,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-06-24,2025-06-27,2025-07-22,10.8,8,MEDIUM,Scheduled,25,Normal
ENG2891,AST0387,SEC012,Rail Inspection,Corrugation,3,MEDIUM,2025-08-27,2025-08-29,2025-09-28,5.3,9,MEDIUM,Scheduled,30,Normal
ENG2892,AST0347,SEC047,Track Geometry Correction,Alignment defect,5,LOW,2025-09-06,2025-09-09,2025-11-21,11.4,13,LOW,Pending,73,Low
ENG2893,AST0374,SEC074,Rail Inspection,Corrugation,3,MEDIUM,2025-07-18,2025-07-18,2025-08-15,8.2,6,MEDIUM,Pending,28,Normal
ENG2894,AST0234,SEC009,Welding,Weld crack,1,CRITICAL,2025-10-02,2025-10-03,2025-10-08,6.6,12,HIGH,Pending,5,Urgent
ENG2895,AST0225,SEC075,Ballast Maintenance,Vegetation growth,4,LOW,2025-02-11,2025-02-11,2025-03-21,8.8,4,LOW,Completed,38,Low
ENG2896,AST0233,SEC008,Ballast Maintenance,Fouled ballast,4,LOW,2025-11-16,2025-11-18,2026-01-09,6.0,15,LOW,Scheduled,52,Low
ENG2897,AST0043,SEC043,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-10-11,2025-10-11,2025-10-28,10.5,11,MEDIUM,Completed,17,Normal
ENG2898,AST0199,SEC049,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-12-06,2025-12-07,2025-12-27,11.3,4,MEDIUM,Cancelled,20,Normal
ENG2899,AST0275,SEC050,Rail Replacement,End-post fracture,3,MEDIUM,2025-06-20,2025-06-23,2025-07-16,2.6,5,MEDIUM,Completed,23,Normal
ENG2900,AST0383,SEC008,Track Geometry Correction,Cross-level error,2,HIGH,2025-01-05,2025-01-08,2025-01-19,9.3,3,HIGH,Completed,11,Normal
ENG2901,AST0002,SEC002,Welding,Thermit weld defect,3,MEDIUM,2025-02-12,2025-02-13,2025-03-04,8.4,12,MEDIUM,Scheduled,19,Normal
ENG2902,AST0358,SEC058,Rail Replacement,End-post fracture,4,LOW,2025-04-16,2025-04-18,2025-06-08,11.0,14,LOW,Completed,51,Low
ENG2903,AST0309,SEC009,Sleeper Replacement,Cracked sleeper,5,LOW,2025-07-08,2025-07-09,2025-08-27,11.2,12,LOW,Scheduled,49,Low
ENG2904,AST0243,SEC018,Rail Replacement,Rail end batter,3,MEDIUM,2025-03-18,2025-03-20,2025-04-11,5.5,10,MEDIUM,Completed,22,Normal
ENG2905,AST0237,SEC012,Rail Replacement,Severely worn rail,3,MEDIUM,2025-03-07,2025-03-10,2025-03-24,8.5,6,MEDIUM,In Progress,14,Normal
ENG2906,AST0359,SEC059,Rail Inspection,Surface defect,3,MEDIUM,2025-02-09,2025-02-11,2025-02-27,8.6,3,MEDIUM,Scheduled,16,Normal
ENG2907,AST0284,SEC059,Track Alignment,Vertical misalignment,4,LOW,2025-12-18,2025-12-19,2026-02-09,7.8,9,LOW,Pending,52,Low
ENG2908,AST0198,SEC048,Sleeper Replacement,Missing sleeper,4,LOW,2025-07-06,2025-07-07,2025-09-02,9.5,14,LOW,Completed,57,Low
ENG2909,AST0372,SEC072,Rail Inspection,Corrugation,5,LOW,2025-12-05,2025-12-07,2026-01-16,2.6,13,LOW,Pending,40,Low
ENG2910,AST0123,SEC048,Track Alignment,Vertical misalignment,4,LOW,2025-02-05,2025-02-05,2025-03-31,1.4,14,LOW,In Progress,54,Low
ENG2911,AST0029,SEC029,Welding,Thermit weld defect,3,MEDIUM,2025-09-03,2025-09-03,2025-09-19,8.9,9,MEDIUM,Completed,16,Normal
ENG2912,AST0115,SEC040,Track Alignment,Lateral misalignment,5,LOW,2025-08-06,2025-08-07,2025-09-17,8.7,7,LOW,Completed,41,Low
ENG2913,AST0329,SEC029,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-09-10,2025-09-11,2025-09-25,7.8,3,HIGH,Completed,14,Normal
ENG2914,AST0120,SEC045,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-04-12,2025-04-13,2025-04-28,5.4,12,MEDIUM,Cancelled,15,Normal
ENG2915,AST0123,SEC048,Sleeper Replacement,Decayed wooden sleeper,5,LOW,2025-05-25,2025-05-26,2025-08-04,1.6,10,LOW,Completed,70,Low
ENG2916,AST0014,SEC014,Track Alignment,Buckling risk,4,LOW,2025-09-25,2025-09-27,2025-11-08,1.9,4,LOW,Pending,42,Low
ENG2917,AST0279,SEC054,Rail Replacement,Broken rail,3,MEDIUM,2025-01-19,2025-01-20,2025-02-18,10.7,10,MEDIUM,Completed,29,Normal
ENG2918,AST0212,SEC062,Rail Replacement,End-post fracture,1,CRITICAL,2025-01-04,2025-01-04,2025-01-09,10.8,2,HIGH,Cancelled,5,Urgent
ENG2919,AST0108,SEC033,Rail Replacement,End-post fracture,2,HIGH,2025-07-12,2025-07-15,2025-07-30,10.0,11,HIGH,Cancelled,15,Normal
ENG2920,AST0192,SEC042,Turnout Maintenance,Point mechanism fault,4,LOW,2025-09-18,2025-09-21,2025-11-01,9.9,6,LOW,Completed,41,Low
ENG2921,AST0184,SEC034,Rail Inspection,Rail crack,3,MEDIUM,2025-10-14,2025-10-17,2025-11-05,4.9,3,MEDIUM,Pending,19,Normal
ENG2922,AST0319,SEC019,Track Alignment,Cant deficiency,4,LOW,2025-09-20,2025-09-22,2025-11-07,6.1,8,LOW,Pending,46,Low
ENG2923,AST0007,SEC007,Sleeper Replacement,Decayed wooden sleeper,5,LOW,2025-08-18,2025-08-21,2025-10-25,8.6,8,LOW,Scheduled,65,Low
ENG2924,AST0376,SEC001,Sleeper Replacement,Missing sleeper,5,LOW,2025-05-17,2025-05-19,2025-08-15,11.9,10,LOW,Scheduled,88,Low
ENG2925,AST0077,SEC002,Ballast Maintenance,Drainage blockage,2,HIGH,2025-09-09,2025-09-11,2025-09-20,4.4,12,HIGH,Pending,9,Normal
ENG2926,AST0110,SEC035,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-09-14,2025-09-17,2025-10-15,9.1,12,MEDIUM,In Progress,28,Normal
ENG2927,AST0074,SEC074,Turnout Maintenance,Check rail gap,4,LOW,2025-10-25,2025-10-27,2025-12-26,4.4,15,LOW,Pending,60,Low
ENG2928,AST0104,SEC029,Track Geometry Correction,Twist fault,4,LOW,2025-01-28,2025-01-29,2025-03-09,6.9,10,LOW,Scheduled,39,Low
ENG2929,AST0043,SEC043,Ballast Maintenance,Drainage blockage,2,HIGH,2025-06-10,2025-06-10,2025-06-25,10.9,3,HIGH,In Progress,15,Normal
ENG2930,AST0346,SEC046,Rail Replacement,Severely worn rail,4,LOW,2025-05-17,2025-05-18,2025-06-17,7.5,4,LOW,Completed,30,Normal
ENG2931,AST0025,SEC025,Rail Replacement,End-post fracture,2,HIGH,2025-01-29,2025-01-31,2025-02-09,4.1,12,HIGH,Completed,9,Normal
ENG2932,AST0156,SEC006,Sleeper Replacement,Missing sleeper,1,CRITICAL,2025-06-09,2025-06-11,2025-06-15,4.1,14,HIGH,Completed,4,Urgent
ENG2933,AST0376,SEC001,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-01-25,2025-01-25,2025-02-19,11.0,11,MEDIUM,Completed,25,Normal
ENG2934,AST0256,SEC031,Sleeper Replacement,Cracked sleeper,4,LOW,2025-12-13,2025-12-14,2026-02-01,9.4,14,LOW,Cancelled,49,Low
ENG2935,AST0307,SEC007,Turnout Maintenance,Crossing nose defect,5,LOW,2025-07-18,2025-07-18,2025-08-29,9.3,3,LOW,Scheduled,42,Low
ENG2936,AST0264,SEC039,Track Geometry Correction,Gauge irregularity,4,LOW,2025-12-03,2025-12-06,2026-01-17,10.8,6,LOW,Pending,42,Low
ENG2937,AST0017,SEC017,Track Alignment,Vertical misalignment,3,MEDIUM,2025-11-12,2025-11-14,2025-12-10,6.0,3,MEDIUM,Pending,26,Normal
ENG2938,AST0316,SEC016,Sleeper Replacement,Cracked sleeper,4,LOW,2025-09-02,2025-09-03,2025-10-30,1.6,15,LOW,Pending,57,Low
ENG2939,AST0161,SEC011,Turnout Maintenance,Check rail gap,2,HIGH,2025-03-19,2025-03-19,2025-03-27,6.9,11,HIGH,Scheduled,8,Normal
ENG2940,AST0036,SEC036,Turnout Maintenance,Crossing nose defect,4,LOW,2025-10-20,2025-10-20,2025-12-19,1.1,15,LOW,Pending,60,Low
ENG2941,AST0039,SEC039,Welding,Misaligned weld,2,HIGH,2025-11-12,2025-11-12,2025-11-27,7.8,10,HIGH,Completed,15,Normal
ENG2942,AST0052,SEC052,Track Geometry Correction,Alignment defect,1,CRITICAL,2024-12-31,2025-01-01,2025-01-08,7.0,8,HIGH,Scheduled,7,Urgent
ENG2943,AST0373,SEC073,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-04-26,2025-04-27,2025-05-14,2.7,3,MEDIUM,Pending,17,Normal
ENG2944,AST0144,SEC069,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-10-09,2025-10-12,2025-10-23,3.3,6,HIGH,Completed,11,Normal
ENG2945,AST0010,SEC010,Sleeper Replacement,Decayed wooden sleeper,5,LOW,2025-12-08,2025-12-10,2026-02-26,9.2,14,LOW,Completed,78,Low
ENG2946,AST0181,SEC031,Turnout Maintenance,Point mechanism fault,4,LOW,2025-06-15,2025-06-15,2025-08-14,9.2,9,LOW,Pending,60,Low
ENG2947,AST0244,SEC019,Rail Inspection,Corrugation,5,LOW,2025-09-20,2025-09-23,2025-12-10,7.7,2,LOW,Pending,78,Low
ENG2948,AST0243,SEC018,Turnout Maintenance,Switch tongue wear,4,LOW,2025-06-14,2025-06-15,2025-07-23,8.9,2,LOW,Cancelled,38,Low
ENG2949,AST0108,SEC033,Track Geometry Correction,Gauge irregularity,4,LOW,2025-11-01,2025-11-04,2025-12-25,10.6,11,LOW,Completed,51,Low
ENG2950,AST0170,SEC020,Rail Inspection,Corrugation,3,MEDIUM,2025-12-04,2025-12-07,2025-12-25,9.6,8,MEDIUM,Cancelled,18,Normal
ENG2951,AST0371,SEC071,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-08-31,2025-08-31,2025-09-18,3.0,3,MEDIUM,Pending,18,Normal
ENG2952,AST0390,SEC015,Rail Replacement,Rail end batter,3,MEDIUM,2025-10-25,2025-10-27,2025-11-12,1.3,12,MEDIUM,Scheduled,16,Normal
ENG2953,AST0261,SEC036,Ballast Maintenance,Insufficient ballast,4,LOW,2025-12-01,2025-12-02,2026-01-25,3.6,5,LOW,Pending,54,Low
ENG2954,AST0321,SEC021,Track Geometry Correction,Alignment defect,2,HIGH,2025-01-02,2025-01-02,2025-01-12,6.0,14,HIGH,In Progress,10,Normal
ENG2955,AST0336,SEC036,Rail Replacement,Severely worn rail,3,MEDIUM,2025-06-08,2025-06-09,2025-07-09,1.5,9,MEDIUM,Completed,30,Normal
ENG2956,AST0393,SEC018,Welding,Weld depression,4,LOW,2025-02-17,2025-02-17,2025-04-01,3.2,11,LOW,In Progress,43,Low
ENG2957,AST0231,SEC006,Welding,Thermit weld defect,5,LOW,2025-06-28,2025-06-28,2025-09-11,3.8,10,LOW,Scheduled,75,Low
ENG2958,AST0347,SEC047,Turnout Maintenance,Crossing nose defect,2,HIGH,2025-08-06,2025-08-07,2025-08-14,4.2,9,HIGH,Scheduled,7,Urgent
ENG2959,AST0072,SEC072,Welding,Thermit weld defect,1,CRITICAL,2025-09-19,2025-09-22,2025-09-27,1.2,10,HIGH,Completed,5,Urgent
ENG2960,AST0279,SEC054,Rail Inspection,Gauge deviation,3,MEDIUM,2025-02-11,2025-02-13,2025-03-14,4.5,12,MEDIUM,In Progress,29,Normal
ENG2961,AST0333,SEC033,Turnout Maintenance,Check rail gap,2,HIGH,2025-11-16,2025-11-19,2025-11-30,9.9,13,HIGH,Completed,11,Normal
ENG2962,AST0010,SEC010,Rail Replacement,Severely worn rail,3,MEDIUM,2025-04-26,2025-04-28,2025-05-16,8.0,5,MEDIUM,Scheduled,18,Normal
ENG2963,AST0082,SEC007,Turnout Maintenance,Check rail gap,4,LOW,2025-02-17,2025-02-18,2025-04-19,6.1,8,LOW,Scheduled,60,Low
ENG2964,AST0149,SEC074,Turnout Maintenance,Point mechanism fault,2,HIGH,2025-09-29,2025-10-01,2025-10-13,8.3,14,HIGH,Completed,12,Normal
ENG2965,AST0387,SEC012,Rail Replacement,Broken rail,2,HIGH,2025-04-19,2025-04-20,2025-04-28,5.5,11,HIGH,Scheduled,8,Normal
ENG2966,AST0237,SEC012,Track Alignment,Lateral misalignment,3,MEDIUM,2025-10-08,2025-10-09,2025-11-04,9.0,8,MEDIUM,Scheduled,26,Normal
ENG2967,AST0145,SEC070,Welding,Weld depression,2,HIGH,2025-10-30,2025-10-31,2025-11-09,3.0,3,HIGH,Completed,9,Normal
ENG2968,AST0239,SEC014,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-03-14,2025-03-15,2025-04-09,7.0,10,MEDIUM,Completed,25,Normal
ENG2969,AST0062,SEC062,Track Alignment,Vertical misalignment,3,MEDIUM,2025-04-09,2025-04-11,2025-05-05,1.9,15,MEDIUM,Cancelled,24,Normal
ENG2970,AST0231,SEC006,Rail Replacement,Broken rail,3,MEDIUM,2025-12-17,2025-12-19,2026-01-09,5.5,13,MEDIUM,Completed,21,Normal
ENG2971,AST0394,SEC019,Ballast Maintenance,Insufficient ballast,1,CRITICAL,2025-07-25,2025-07-27,2025-07-30,11.5,14,HIGH,Completed,3,Urgent
ENG2972,AST0233,SEC008,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-01-15,2025-01-15,2025-01-31,1.4,15,MEDIUM,Completed,16,Normal
ENG2973,AST0309,SEC009,Welding,Misaligned weld,3,MEDIUM,2025-11-05,2025-11-05,2025-11-20,10.4,13,MEDIUM,Scheduled,15,Normal
ENG2974,AST0328,SEC028,Ballast Maintenance,Drainage blockage,2,HIGH,2025-06-25,2025-06-25,2025-07-07,4.4,6,HIGH,Pending,12,Normal
ENG2975,AST0348,SEC048,Track Alignment,Lateral misalignment,2,HIGH,2025-11-15,2025-11-17,2025-11-26,1.8,9,HIGH,Pending,9,Normal
ENG2976,AST0195,SEC045,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-08-19,2025-08-22,2025-09-05,3.9,13,MEDIUM,Completed,14,Normal
ENG2977,AST0080,SEC005,Welding,Weld depression,2,HIGH,2025-02-03,2025-02-03,2025-02-14,2.6,7,HIGH,Completed,11,Normal
ENG2978,AST0355,SEC055,Ballast Maintenance,Fouled ballast,4,LOW,2025-11-16,2025-11-17,2025-12-13,3.9,15,LOW,In Progress,26,Normal
ENG2979,AST0129,SEC054,Welding,Weld crack,2,HIGH,2025-08-10,2025-08-13,2025-08-25,10.3,6,HIGH,Completed,12,Normal
ENG2980,AST0180,SEC030,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-09-16,2025-09-16,2025-10-12,11.3,4,LOW,In Progress,26,Normal
ENG2981,AST0155,SEC005,Welding,Thermit weld defect,5,LOW,2025-06-20,2025-06-23,2025-08-22,6.9,14,LOW,In Progress,60,Low
ENG2982,AST0375,SEC075,Rail Replacement,Broken rail,4,LOW,2025-09-08,2025-09-08,2025-10-13,9.9,6,LOW,Scheduled,35,Low
ENG2983,AST0091,SEC016,Welding,Misaligned weld,4,LOW,2025-09-25,2025-09-25,2025-10-25,6.0,8,LOW,Completed,30,Normal
ENG2984,AST0167,SEC017,Welding,Thermit weld defect,1,CRITICAL,2025-02-07,2025-02-10,2025-02-17,6.2,2,HIGH,Cancelled,7,Urgent
ENG2985,AST0395,SEC020,Sleeper Replacement,Missing sleeper,1,CRITICAL,2025-03-10,2025-03-10,2025-03-17,2.0,8,HIGH,In Progress,7,Urgent
ENG2986,AST0252,SEC027,Rail Inspection,Rail crack,3,MEDIUM,2025-04-25,2025-04-25,2025-05-15,4.1,11,MEDIUM,Scheduled,20,Normal
ENG2987,AST0140,SEC065,Rail Replacement,Rail end batter,4,LOW,2025-03-28,2025-03-29,2025-05-28,10.5,13,LOW,Pending,60,Low
ENG2988,AST0188,SEC038,Welding,Weld crack,4,LOW,2025-05-31,2025-06-01,2025-07-26,6.4,12,LOW,Scheduled,55,Low
ENG2989,AST0182,SEC032,Rail Inspection,Corrugation,3,MEDIUM,2025-05-30,2025-05-31,2025-06-20,10.4,8,MEDIUM,Completed,20,Normal
ENG2990,AST0166,SEC016,Sleeper Replacement,Broken concrete sleeper,3,MEDIUM,2025-09-20,2025-09-23,2025-10-18,6.8,13,MEDIUM,Pending,25,Normal
ENG2991,AST0041,SEC041,Turnout Maintenance,Crossing nose defect,2,HIGH,2025-10-11,2025-10-11,2025-10-24,11.8,2,HIGH,Scheduled,13,Normal
ENG2992,AST0258,SEC033,Ballast Maintenance,Insufficient ballast,3,MEDIUM,2025-03-09,2025-03-09,2025-04-04,2.1,14,MEDIUM,Scheduled,26,Normal
ENG2993,AST0164,SEC014,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-09-20,2025-09-21,2025-10-10,8.8,15,MEDIUM,Pending,19,Normal
ENG2994,AST0146,SEC071,Turnout Maintenance,Crossing nose defect,5,LOW,2025-07-21,2025-07-23,2025-09-18,3.8,6,LOW,Completed,57,Low
ENG2995,AST0009,SEC009,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-01-17,2025-01-20,2025-02-07,4.4,8,MEDIUM,Completed,18,Normal
ENG2996,AST0052,SEC052,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-04-14,2025-04-16,2025-05-13,7.0,8,MEDIUM,Scheduled,27,Normal
ENG2997,AST0308,SEC008,Rail Replacement,End-post fracture,3,MEDIUM,2025-04-25,2025-04-27,2025-05-24,8.8,5,MEDIUM,Cancelled,27,Normal
ENG2998,AST0020,SEC020,Rail Inspection,Gauge deviation,4,LOW,2025-04-26,2025-04-28,2025-05-30,8.3,14,LOW,Pending,32,Low
ENG2999,AST0332,SEC032,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-07-07,2025-07-10,2025-08-09,2.8,4,MEDIUM,In Progress,30,Normal
ENG3000,AST0318,SEC018,Rail Replacement,Broken rail,2,HIGH,2025-03-31,2025-04-03,2025-04-13,1.8,5,HIGH,Cancelled,10,Normal
ENG3001,AST0213,SEC063,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-09-20,2025-09-23,2025-10-07,4.7,12,MEDIUM,Completed,14,Normal
ENG3002,AST0239,SEC014,Track Geometry Correction,Cross-level error,2,HIGH,2025-08-19,2025-08-22,2025-09-05,2.7,8,HIGH,Pending,14,Normal
ENG3003,AST0278,SEC053,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-07-10,2025-07-12,2025-07-26,4.0,11,MEDIUM,Scheduled,14,Normal
