task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,power_block_required,days_until_due,urgency_category
TRC2635,AST0516,SEC066,Transformer,OHE Inspection,Stagger fault,3,MEDIUM,2025-07-01,2025-07-02,2025-07-27,4.1,3,MEDIUM,Pending,False,25,Normal
TRC2636,AST0673,SEC073,Pantograph interface,Insulator Replacement,Flashover damage,3,MEDIUM,2025-04-07,2025-04-09,2025-04-28,10.8,15,MEDIUM,Completed,False,19,Normal
TRC2637,AST0507,SEC057,Catenary,OHE Mast Repair,Foundation settlement,2,HIGH,2025-08-24,2025-08-25,2025-09-01,2.7,9,HIGH,Pending,False,7,Urgent
TRC2638,AST0502,SEC052,Sectioning equipment,OHE Inspection,Height deviation,3,MEDIUM,2025-06-19,2025-06-19,2025-07-11,9.8,14,MEDIUM,Completed,True,22,Normal
TRC2639,AST0691,SEC016,Catenary,Transformer Servicing,Cooling system failure,5,LOW,2025-09-26,2025-09-29,2025-11-11,6.8,2,LOW,Pending,True,43,Low
TRC2640,AST0561,SEC036,Pantograph interface,OHE Inspection,Height deviation,5,LOW,2025-05-06,2025-05-07,2025-08-03,3.2,2,LOW,Completed,False,88,Low
TRC2641,AST0432,SEC057,OHE,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-07-31,2025-08-03,2025-08-18,7.6,4,MEDIUM,Completed,True,15,Normal
TRC2642,AST0690,SEC015,Insulator,OHE Inspection,Dropper defect,3,MEDIUM,2025-06-15,2025-06-17,2025-07-11,7.6,11,MEDIUM,Pending,False,24,Normal
TRC2643,AST0449,SEC074,Pantograph interface,OHE Inspection,Contact wire wear,4,LOW,2025-07-31,2025-08-03,2025-09-02,9.1,5,LOW,Completed,False,30,Normal
TRC2644,AST0680,SEC005,OHE,OHE Inspection,Contact wire wear,3,MEDIUM,2025-01-08,2025-01-08,2025-02-01,10.6,10,MEDIUM,Completed,True,24,Normal
TRC2645,AST0673,SEC073,Pantograph interface,Sectioning Post Maintenance,Earthing issue,1,CRITICAL,2025-11-08,2025-11-09,2025-11-15,8.1,12,HIGH,Pending,True,6,Urgent
TRC2646,AST0570,SEC045,Insulator,Insulator Replacement,Pollution deposit,5,LOW,2025-11-20,2025-11-20,2026-02-08,9.4,2,LOW,Completed,False,80,Low
TRC2647,AST0685,SEC010,Feeder,Feeder Repair,Overheating,4,LOW,2025-09-28,2025-09-28,2025-11-09,6.5,12,LOW,Completed,True,42,Low
TRC2648,AST0699,SEC024,Catenary,Feeder Repair,Overheating,3,MEDIUM,2025-07-20,2025-07-21,2025-08-15,6.7,2,MEDIUM,Pending,True,25,Normal
TRC2649,AST0669,SEC069,Feeder,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-05-05,2025-05-06,2025-05-22,4.7,7,MEDIUM,Completed,True,16,Normal
TRC2650,AST0468,SEC018,Transformer,OHE Mast Repair,Guy wire slack,4,LOW,2025-09-12,2025-09-14,2025-10-11,11.2,15,LOW,Scheduled,True,27,Normal
TRC2651,AST0497,SEC047,Pantograph interface,Feeder Repair,Insulation breakdown,4,LOW,2025-12-09,2025-12-10,2026-01-17,8.0,13,LOW,Scheduled,False,38,Low
TRC2652,AST0675,SEC075,Catenary,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-05-05,2025-05-08,2025-05-21,4.5,12,HIGH,Scheduled,True,13,Normal
TRC2653,AST0472,SEC022,OHE,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-08-16,2025-08-16,2025-09-03,10.0,10,MEDIUM,Scheduled,True,18,Normal
TRC2654,AST0500,SEC050,Transformer,Insulator Replacement,Pollution deposit,2,HIGH,2025-09-12,2025-09-14,2025-09-24,4.1,9,HIGH,Pending,True,10,Normal
TRC2655,AST0559,SEC034,Electrical switchgear,OHE Inspection,Height deviation,4,LOW,2025-11-08,2025-11-10,2025-12-11,10.3,15,LOW,Cancelled,True,31,Low
TRC2656,AST0428,SEC053,Transformer,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-11-19,2025-11-19,2025-11-27,6.5,7,HIGH,Pending,False,8,Normal
TRC2657,AST0632,SEC032,OHE,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-06-12,2025-06-15,2025-07-01,7.1,15,MEDIUM,Pending,True,16,Normal
TRC2658,AST0459,SEC009,Catenary,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-09-03,2025-09-06,2025-10-17,11.5,5,LOW,Completed,True,41,Low
TRC2659,AST0529,SEC004,Pantograph interface,Sectioning Post Maintenance,Jumper damage,1,CRITICAL,2025-08-20,2025-08-20,2025-08-26,3.7,12,HIGH,Completed,True,6,Urgent
TRC2660,AST0458,SEC008,Insulator,Switchgear Maintenance,Circuit breaker fault,5,LOW,2025-09-14,2025-09-16,2025-11-15,4.4,4,LOW,Pending,False,60,Low
TRC2661,AST0676,SEC001,Transformer,Switchgear Maintenance,Contactor wear,4,LOW,2025-08-20,2025-08-23,2025-09-22,8.5,12,LOW,Pending,True,30,Normal
TRC2662,AST0436,SEC061,Transformer,Insulator Replacement,Pollution deposit,1,CRITICAL,2025-01-09,2025-01-09,2025-01-16,4.1,6,HIGH,Completed,True,7,Urgent
TRC2663,AST0693,SEC018,Feeder,OHE Inspection,Stagger fault,1,CRITICAL,2025-03-12,2025-03-12,2025-03-15,8.9,4,HIGH,Completed,True,3,Urgent
TRC2664,AST0527,SEC002,Electrical switchgear,Transformer Servicing,Cooling system failure,1,CRITICAL,2025-01-01,2025-01-04,2025-01-11,2.8,14,HIGH,Pending,True,7,Urgent
TRC2665,AST0617,SEC017,Pantograph interface,OHE Inspection,Stagger fault,5,LOW,2025-01-06,2025-01-06,2025-04-06,7.4,4,LOW,Scheduled,True,90,Low
TRC2666,AST0624,SEC024,OHE,Transformer Servicing,Cooling system failure,1,CRITICAL,2025-06-16,2025-06-18,2025-06-25,4.8,10,HIGH,In Progress,True,7,Urgent
TRC2667,AST0519,SEC069,Electrical switchgear,Sectioning Post Maintenance,Jumper damage,1,CRITICAL,2025-01-11,2025-01-13,2025-01-16,8.4,11,HIGH,Pending,False,3,Urgent
TRC2668,AST0669,SEC069,Feeder,Insulator Replacement,Flashover damage,2,HIGH,2025-04-17,2025-04-19,2025-05-02,3.3,14,HIGH,In Progress,True,13,Normal
TRC2669,AST0687,SEC012,Electrical switchgear,OHE Inspection,Height deviation,4,LOW,2025-11-03,2025-11-04,2025-12-04,9.9,4,LOW,Scheduled,False,30,Normal
TRC2670,AST0401,SEC026,Pantograph interface,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-09-16,2025-09-18,2025-10-12,11.2,14,MEDIUM,Completed,False,24,Normal
TRC2671,AST0526,SEC001,Sectioning equipment,Feeder Repair,Joint failure,1,CRITICAL,2025-11-15,2025-11-18,2025-11-22,6.6,4,HIGH,Pending,False,4,Urgent
TRC2672,AST0484,SEC034,Transformer,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-08-19,2025-08-20,2025-09-14,5.0,15,MEDIUM,Pending,False,25,Normal
TRC2673,AST0503,SEC053,Electrical switchgear,Switchgear Maintenance,Contactor wear,4,LOW,2025-01-22,2025-01-23,2025-03-11,5.1,8,LOW,Pending,False,47,Low
TRC2674,AST0578,SEC053,Insulator,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-04-08,2025-04-10,2025-05-06,8.8,2,MEDIUM,Completed,False,26,Normal
TRC2675,AST0430,SEC055,Sectioning equipment,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-01-31,2025-02-03,2025-03-01,5.3,13,MEDIUM,Scheduled,True,26,Normal
TRC2676,AST0662,SEC062,Sectioning equipment,Feeder Repair,Joint failure,3,MEDIUM,2025-03-15,2025-03-15,2025-04-09,3.2,6,MEDIUM,In Progress,True,25,Normal
TRC2677,AST0502,SEC052,Sectioning equipment,OHE Mast Repair,Corrosion,2,HIGH,2025-09-29,2025-09-30,2025-10-13,2.5,7,HIGH,Scheduled,True,13,Normal
TRC2678,AST0554,SEC029,Insulator,Catenary Maintenance,Registration arm damage,1,CRITICAL,2025-09-17,2025-09-17,2025-09-20,1.9,11,HIGH,Pending,False,3,Urgent
TRC2679,AST0609,SEC009,Pantograph interface,Feeder Repair,Joint failure,4,LOW,2025-05-06,2025-05-06,2025-06-23,1.8,10,LOW,Completed,False,48,Low
TRC2680,AST0588,SEC063,Transformer,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-03-31,2025-04-03,2025-05-03,9.0,12,MEDIUM,Completed,True,30,Normal
TRC2681,AST0452,SEC002,Transformer,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-08-12,2025-08-14,2025-09-03,10.6,6,MEDIUM,Completed,False,20,Normal
TRC2682,AST0574,SEC049,Sectioning equipment,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-04-07,2025-04-09,2025-04-16,12.0,11,HIGH,Scheduled,True,7,Urgent
TRC2683,AST0539,SEC014,Catenary,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-01-04,2025-01-06,2025-02-01,9.6,8,MEDIUM,Completed,True,26,Normal
TRC2684,AST0618,SEC018,Insulator,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-05-17,2025-05-18,2025-06-11,1.8,14,MEDIUM,Pending,False,24,Normal
TRC2685,AST0573,SEC048,Feeder,Insulator Replacement,Flashover damage,2,HIGH,2025-06-29,2025-06-29,2025-07-13,8.1,8,HIGH,Cancelled,True,14,Normal
TRC2686,AST0546,SEC021,Insulator,OHE Inspection,Stagger fault,2,HIGH,2025-03-21,2025-03-22,2025-04-06,6.5,9,HIGH,Cancelled,False,15,Normal
TRC2687,AST0679,SEC004,Electrical switchgear,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-06-17,2025-06-18,2025-07-08,2.7,9,MEDIUM,Scheduled,False,20,Normal
TRC2688,AST0581,SEC056,Feeder,OHE Inspection,Contact wire wear,3,MEDIUM,2025-07-25,2025-07-28,2025-08-14,5.7,8,MEDIUM,Completed,True,17,Normal
TRC2689,AST0609,SEC009,Pantograph interface,Catenary Maintenance,Registration arm damage,4,LOW,2025-10-10,2025-10-11,2025-11-26,8.7,11,LOW,Pending,False,46,Low
TRC2690,AST0435,SEC060,Catenary,Sectioning Post Maintenance,Isolator defect,4,LOW,2025-05-10,2025-05-12,2025-07-02,6.5,13,LOW,Completed,True,51,Low
TRC2691,AST0451,SEC001,Catenary,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-01-18,2025-01-18,2025-02-07,12.0,11,MEDIUM,Completed,False,20,Normal
TRC2692,AST0453,SEC003,Feeder,OHE Mast Repair,Bracket damage,4,LOW,2025-04-09,2025-04-10,2025-05-30,1.9,10,LOW,Scheduled,True,50,Low
TRC2693,AST0474,SEC024,Insulator,Transformer Servicing,Bushing defect,4,LOW,2025-02-09,2025-02-12,2025-04-02,11.8,5,LOW,Pending,False,49,Low
TRC2694,AST0630,SEC030,Sectioning equipment,Switchgear Maintenance,Relay malfunction,5,LOW,2025-11-12,2025-11-13,2026-01-21,1.2,5,LOW,Completed,True,69,Low
TRC2695,AST0627,SEC027,Catenary,Insulator Replacement,Flashover damage,3,MEDIUM,2025-08-27,2025-08-29,2025-09-28,11.5,12,MEDIUM,Pending,True,30,Normal
TRC2696,AST0651,SEC051,Catenary,Feeder Repair,Cable damage,4,LOW,2025-03-22,2025-03-23,2025-05-16,11.2,14,LOW,Pending,False,54,Low
TRC2697,AST0675,SEC075,Catenary,OHE Mast Repair,Foundation settlement,2,HIGH,2025-11-24,2025-11-27,2025-12-11,3.9,11,HIGH,Pending,True,14,Normal
TRC2698,AST0626,SEC026,Insulator,Feeder Repair,Cable damage,2,HIGH,2025-03-04,2025-03-07,2025-03-19,2.8,4,HIGH,Pending,True,12,Normal
TRC2699,AST0672,SEC072,OHE,Sectioning Post Maintenance,Earthing issue,5,LOW,2025-09-22,2025-09-24,2025-12-11,3.5,7,LOW,Pending,True,78,Low
TRC2700,AST0435,SEC060,Catenary,Feeder Repair,Insulation breakdown,2,HIGH,2025-11-01,2025-11-01,2025-11-13,10.1,8,HIGH,Completed,True,12,Normal
TRC2701,AST0641,SEC041,Pantograph interface,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-03-14,2025-03-17,2025-04-22,3.4,3,LOW,Completed,False,36,Low
TRC2702,AST0520,SEC070,OHE,Transformer Servicing,Bushing defect,4,LOW,2025-08-28,2025-08-31,2025-10-15,6.4,12,LOW,Scheduled,True,45,Low
TRC2703,AST0530,SEC005,Insulator,Feeder Repair,Insulation breakdown,2,HIGH,2025-02-12,2025-02-12,2025-02-21,9.0,10,HIGH,Pending,False,9,Normal
TRC2704,AST0591,SEC066,Electrical switchgear,OHE Inspection,Height deviation,1,CRITICAL,2025-07-05,2025-07-06,2025-07-11,8.0,6,HIGH,Completed,True,5,Urgent
TRC2705,AST0645,SEC045,Feeder,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-11-03,2025-11-05,2025-11-21,6.0,3,MEDIUM,Completed,True,16,Normal
TRC2706,AST0437,SEC062,Feeder,Switchgear Maintenance,Contactor wear,3,MEDIUM,2025-07-03,2025-07-06,2025-07-31,8.5,3,MEDIUM,Pending,True,25,Normal
TRC2707,AST0506,SEC056,Insulator,Insulator Replacement,Mechanical failure,1,CRITICAL,2025-04-15,2025-04-18,2025-04-23,2.6,9,HIGH,In Progress,True,5,Urgent
TRC2708,AST0442,SEC067,Insulator,OHE Mast Repair,Corrosion,2,HIGH,2025-11-26,2025-11-26,2025-12-11,6.1,10,HIGH,Completed,True,15,Normal
TRC2709,AST0682,SEC007,Insulator,Catenary Maintenance,Registration arm damage,5,LOW,2025-09-19,2025-09-19,2025-12-10,2.4,3,LOW,Pending,True,82,Low
TRC2710,AST0499,SEC049,Catenary,Feeder Repair,Joint failure,4,LOW,2025-01-03,2025-01-05,2025-01-30,1.5,6,LOW,Completed,True,25,Normal
TRC2711,AST0577,SEC052,Pantograph interface,OHE Inspection,Stagger fault,3,MEDIUM,2025-02-10,2025-02-12,2025-03-03,10.4,8,MEDIUM,Completed,False,19,Normal
TRC2712,AST0597,SEC072,Feeder,Transformer Servicing,Winding fault,1,CRITICAL,2025-05-16,2025-05-18,2025-05-21,8.1,9,HIGH,Scheduled,True,3,Urgent
TRC2713,AST0639,SEC039,Electrical switchgear,OHE Mast Repair,Bracket damage,2,HIGH,2025-09-30,2025-09-30,2025-10-08,7.5,12,HIGH,Scheduled,False,8,Normal
TRC2714,AST0529,SEC004,Pantograph interface,Catenary Maintenance,Catenary sag,4,LOW,2025-06-26,2025-06-26,2025-08-09,4.4,2,LOW,Completed,True,44,Low
TRC2715,AST0431,SEC056,Electrical switchgear,OHE Mast Repair,Corrosion,1,CRITICAL,2025-01-27,2025-01-30,2025-02-06,5.7,4,HIGH,Pending,False,7,Urgent
TRC2716,AST0403,SEC028,Catenary,Insulator Replacement,Mechanical failure,4,LOW,2025-10-24,2025-10-24,2025-12-14,1.3,11,LOW,Pending,False,51,Low
TRC2717,AST0413,SEC038,Feeder,Feeder Repair,Cable damage,3,MEDIUM,2025-10-06,2025-10-07,2025-11-01,1.1,10,MEDIUM,Completed,True,25,Normal
TRC2718,AST0477,SEC027,Feeder,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-01-26,2025-01-26,2025-02-24,9.9,12,MEDIUM,Completed,True,29,Normal
TRC2719,AST0499,SEC049,Catenary,Feeder Repair,Joint failure,3,MEDIUM,2025-06-09,2025-06-11,2025-06-27,1.6,15,MEDIUM,Completed,True,16,Normal
TRC2720,AST0512,SEC062,OHE,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-04-23,2025-04-26,2025-05-26,2.5,9,MEDIUM,Completed,False,30,Normal
TRC2721,AST0512,SEC062,OHE,Switchgear Maintenance,Circuit breaker fault,4,LOW,2025-05-26,2025-05-26,2025-06-28,11.9,2,LOW,Completed,True,33,Low
TRC2722,AST0469,SEC019,Feeder,Catenary Maintenance,Tension deviation,2,HIGH,2025-09-14,2025-09-15,2025-09-29,1.8,10,HIGH,In Progress,True,14,Normal
TRC2723,AST0526,SEC001,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-01-23,2025-01-26,2025-03-14,9.4,15,LOW,In Progress,True,47,Low
TRC2724,AST0695,SEC020,Electrical switchgear,Feeder Repair,Cable damage,3,MEDIUM,2025-01-10,2025-01-11,2025-02-09,8.3,3,MEDIUM,Completed,False,29,Normal
TRC2725,AST0656,SEC056,OHE,Switchgear Maintenance,Contactor wear,5,LOW,2025-05-23,2025-05-26,2025-07-11,8.8,14,LOW,Completed,True,46,Low
TRC2726,AST0553,SEC028,Pantograph interface,Sectioning Post Maintenance,Interrupter fault,5,LOW,2025-02-13,2025-02-15,2025-03-29,4.6,11,LOW,Pending,False,42,Low
TRC2727,AST0477,SEC027,Feeder,OHE Mast Repair,Guy wire slack,4,LOW,2025-07-15,2025-07-18,2025-08-30,9.9,4,LOW,Cancelled,False,43,Low
TRC2728,AST0486,SEC036,Sectioning equipment,Insulator Replacement,Flashover damage,3,MEDIUM,2025-01-07,2025-01-09,2025-02-06,2.2,7,MEDIUM,Scheduled,True,28,Normal
TRC2729,AST0473,SEC023,Pantograph interface,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-07-07,2025-07-08,2025-07-27,10.7,10,MEDIUM,Completed,True,19,Normal
TRC2730,AST0475,SEC025,Catenary,Feeder Repair,Insulation breakdown,2,HIGH,2025-09-09,2025-09-09,2025-09-23,1.5,4,HIGH,In Progress,True,14,Normal
TRC2731,AST0485,SEC035,Feeder,Catenary Maintenance,Registration arm damage,2,HIGH,2025-03-21,2025-03-21,2025-03-28,5.6,11,HIGH,Completed,True,7,Urgent
TRC2732,AST0423,SEC048,Electrical switchgear,Sectioning Post Maintenance,Earthing issue,5,LOW,2025-02-26,2025-02-27,2025-04-25,5.2,11,LOW,Completed,True,57,Low
TRC2733,AST0559,SEC034,Electrical switchgear,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-12-06,2025-12-06,2026-01-03,6.8,15,MEDIUM,Scheduled,True,28,Normal
TRC2734,AST0649,SEC049,Pantograph interface,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-03-17,2025-03-18,2025-04-07,9.6,8,MEDIUM,Completed,False,20,Normal
TRC2735,AST0657,SEC057,Pantograph interface,Transformer Servicing,Winding fault,1,CRITICAL,2025-12-14,2025-12-16,2025-12-23,8.5,3,HIGH,In Progress,False,7,Urgent
TRC2736,AST0668,SEC068,Transformer,Feeder Repair,Cable damage,2,HIGH,2025-01-24,2025-01-24,2025-02-08,2.6,9,HIGH,Pending,False,15,Normal
TRC2737,AST0596,SEC071,Transformer,Transformer Servicing,Oil leak,4,LOW,2025-02-18,2025-02-20,2025-04-15,1.5,15,LOW,Completed,True,54,Low
TRC2738,AST0535,SEC010,Electrical switchgear,Sectioning Post Maintenance,Interrupter fault,1,CRITICAL,2025-01-05,2025-01-08,2025-01-13,3.9,3,HIGH,Completed,False,5,Urgent
TRC2739,AST0584,SEC059,OHE,Transformer Servicing,Oil leak,4,LOW,2025-12-13,2025-12-16,2026-01-16,4.2,2,LOW,Cancelled,True,31,Low
TRC2740,AST0440,SEC065,OHE,Transformer Servicing,Oil leak,3,MEDIUM,2025-05-29,2025-05-29,2025-06-28,11.0,11,MEDIUM,In Progress,True,30,Normal
TRC2741,AST0648,SEC048,OHE,OHE Mast Repair,Guy wire slack,2,HIGH,2025-09-26,2025-09-26,2025-10-10,9.2,6,HIGH,Completed,True,14,Normal
TRC2742,AST0510,SEC060,Sectioning equipment,Sectioning Post Maintenance,Isolator defect,3,MEDIUM,2025-02-08,2025-02-09,2025-03-03,7.7,15,MEDIUM,Cancelled,True,22,Normal
TRC2743,AST0402,SEC027,Insulator,OHE Inspection,Stagger fault,2,HIGH,2025-03-15,2025-03-17,2025-03-28,11.8,3,HIGH,Pending,False,11,Normal
TRC2744,AST0684,SEC009,Transformer,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-02-22,2025-02-22,2025-03-20,5.1,5,MEDIUM,Cancelled,False,26,Normal
TRC2745,AST0403,SEC028,Catenary,Transformer Servicing,Bushing defect,4,LOW,2025-09-24,2025-09-26,2025-11-24,8.5,12,LOW,Scheduled,True,59,Low
TRC2746,AST0456,SEC006,OHE,OHE Mast Repair,Foundation settlement,5,LOW,2025-01-03,2025-01-05,2025-02-22,9.2,9,LOW,Cancelled,True,48,Low
TRC2747,AST0410,SEC035,Insulator,Switchgear Maintenance,Relay malfunction,4,LOW,2025-05-31,2025-06-01,2025-07-19,9.4,9,LOW,Pending,True,48,Low
TRC2748,AST0433,SEC058,Pantograph interface,OHE Inspection,Dropper defect,4,LOW,2025-09-13,2025-09-16,2025-11-01,11.1,9,LOW,Cancelled,False,46,Low
TRC2749,AST0409,SEC034,Pantograph interface,Feeder Repair,Joint failure,4,LOW,2025-07-04,2025-07-06,2025-08-18,10.2,4,LOW,Scheduled,False,43,Low
TRC2750,AST0502,SEC052,Sectioning equipment,Transformer Servicing,Oil leak,1,CRITICAL,2025-06-30,2025-07-01,2025-07-08,11.1,5,HIGH,Cancelled,True,7,Urgent
TRC2751,AST0528,SEC003,OHE,Catenary Maintenance,Catenary sag,5,LOW,2025-10-02,2025-10-02,2025-12-23,2.4,15,LOW,Pending,True,82,Low
TRC2752,AST0496,SEC046,OHE,Catenary Maintenance,Tension deviation,3,MEDIUM,2025-10-25,2025-10-26,2025-11-19,4.0,8,MEDIUM,Scheduled,True,24,Normal
TRC2753,AST0698,SEC023,Insulator,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-09-01,2025-09-01,2025-09-27,1.6,11,MEDIUM,Pending,True,26,Normal
TRC2754,AST0556,SEC031,Transformer,Switchgear Maintenance,Circuit breaker fault,3,MEDIUM,2025-08-04,2025-08-07,2025-09-02,3.1,10,MEDIUM,Pending,False,26,Normal
TRC2755,AST0490,SEC040,Insulator,Feeder Repair,Insulation breakdown,4,LOW,2025-01-10,2025-01-10,2025-03-11,10.6,13,LOW,Completed,True,60,Low
TRC2756,AST0580,SEC055,Transformer,Sectioning Post Maintenance,Isolator defect,5,LOW,2025-12-06,2025-12-07,2026-01-29,3.0,15,LOW,Completed,False,53,Low
TRC2757,AST0625,SEC025,Pantograph interface,OHE Mast Repair,Corrosion,5,LOW,2025-08-13,2025-08-16,2025-10-04,4.7,14,LOW,Completed,True,49,Low
TRC2758,AST0463,SEC013,Electrical switchgear,Catenary Maintenance,Splice joint fault,4,LOW,2025-06-04,2025-06-04,2025-07-06,10.7,8,LOW,Completed,False,32,Low
TRC2759,AST0449,SEC074,Pantograph interface,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-04-21,2025-04-24,2025-05-16,8.0,4,MEDIUM,Completed,False,22,Normal
TRC2760,AST0612,SEC012,Transformer,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-12-06,2025-12-06,2025-12-21,9.5,11,MEDIUM,In Progress,False,15,Normal
TRC2761,AST0595,SEC070,Catenary,Transformer Servicing,Winding fault,4,LOW,2025-10-25,2025-10-28,2025-12-05,11.8,9,LOW,Scheduled,True,38,Low
TRC2762,AST0687,SEC012,Electrical switchgear,Insulator Replacement,Pollution deposit,4,LOW,2025-11-04,2025-11-05,2025-12-26,3.9,5,LOW,Completed,False,51,Low
TRC2763,AST0512,SEC062,OHE,Insulator Replacement,Cracked insulator,4,LOW,2025-07-21,2025-07-22,2025-08-26,6.1,6,LOW,Cancelled,False,35,Low
TRC2764,AST0482,SEC032,Insulator,Insulator Replacement,Mechanical failure,4,LOW,2025-06-28,2025-06-28,2025-08-27,11.0,11,LOW,Completed,True,60,Low
TRC2765,AST0434,SEC059,Insulator,Feeder Repair,Insulation breakdown,5,LOW,2025-08-02,2025-08-04,2025-09-30,7.9,15,LOW,Pending,False,57,Low
TRC2766,AST0635,SEC035,Catenary,Sectioning Post Maintenance,Jumper damage,3,MEDIUM,2025-12-05,2025-12-06,2025-12-23,8.1,12,MEDIUM,Pending,True,17,Normal
TRC2767,AST0505,SEC055,Pantograph interface,Catenary Maintenance,Registration arm damage,4,LOW,2025-02-11,2025-02-11,2025-03-27,5.7,13,LOW,Completed,True,44,Low
TRC2768,AST0672,SEC072,OHE,Transformer Servicing,Winding fault,4,LOW,2025-08-29,2025-08-30,2025-10-19,5.0,2,LOW,In Progress,True,50,Low
TRC2769,AST0578,SEC053,Insulator,OHE Mast Repair,Bracket damage,4,LOW,2025-10-12,2025-10-15,2025-11-24,9.0,5,LOW,Cancelled,False,40,Low
TRC2770,AST0510,SEC060,Sectioning equipment,OHE Inspection,Dropper defect,3,MEDIUM,2025-07-06,2025-07-06,2025-08-02,6.1,3,MEDIUM,Completed,True,27,Normal
TRC2771,AST0642,SEC042,Insulator,Catenary Maintenance,Splice joint fault,1,CRITICAL,2025-04-09,2025-04-11,2025-04-18,7.3,13,HIGH,Cancelled,False,7,Urgent
TRC2772,AST0642,SEC042,Insulator,Feeder Repair,Cable damage,2,HIGH,2025-03-10,2025-03-11,2025-03-25,10.0,2,HIGH,Pending,True,14,Normal
TRC2773,AST0674,SEC074,Insulator,Insulator Replacement,Mechanical failure,2,HIGH,2025-10-21,2025-10-23,2025-11-02,5.2,4,HIGH,Cancelled,False,10,Normal
TRC2774,AST0453,SEC003,Feeder,Transformer Servicing,Oil leak,2,HIGH,2025-10-11,2025-10-12,2025-10-19,8.4,11,HIGH,Completed,True,7,Urgent
TRC2775,AST0635,SEC035,Catenary,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-09-27,2025-09-30,2025-11-22,4.6,14,LOW,Cancelled,True,53,Low
TRC2776,AST0496,SEC046,OHE,Insulator Replacement,Flashover damage,2,HIGH,2025-08-31,2025-09-02,2025-09-17,3.3,7,HIGH,Completed,True,15,Normal
TRC2777,AST0582,SEC057,Sectioning equipment,OHE Inspection,Contact wire wear,1,CRITICAL,2025-12-02,2025-12-04,2025-12-07,1.6,13,HIGH,In Progress,True,3,Urgent
TRC2778,AST0483,SEC033,Catenary,OHE Inspection,Dropper defect,4,LOW,2025-10-08,2025-10-10,2025-12-05,10.5,12,LOW,Scheduled,True,56,Low
TRC2779,AST0523,SEC073,Catenary,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-06-13,2025-06-16,2025-06-30,7.1,11,MEDIUM,Completed,False,14,Normal
TRC2780,AST0686,SEC011,Sectioning equipment,Sectioning Post Maintenance,Earthing issue,5,LOW,2025-10-05,2025-10-08,2025-12-18,1.7,14,LOW,In Progress,True,71,Low
TRC2781,AST0543,SEC018,Electrical switchgear,Sectioning Post Maintenance,Isolator defect,2,HIGH,2025-11-03,2025-11-05,2025-11-20,5.3,4,HIGH,Scheduled,True,15,Normal
TRC2782,AST0539,SEC014,Catenary,OHE Inspection,Stagger fault,1,CRITICAL,2025-11-29,2025-12-02,2025-12-06,10.9,14,HIGH,Scheduled,True,4,Urgent
TRC2783,AST0692,SEC017,Transformer,Transformer Servicing,Winding fault,4,LOW,2025-08-21,2025-08-21,2025-10-07,7.7,6,LOW,Pending,False,47,Low
TRC2784,AST0693,SEC018,Feeder,OHE Inspection,Height deviation,3,MEDIUM,2025-07-22,2025-07-24,2025-08-12,4.7,14,MEDIUM,Completed,True,19,Normal
TRC2785,AST0477,SEC027,Feeder,Transformer Servicing,Oil leak,4,LOW,2025-04-06,2025-04-08,2025-05-06,7.6,15,LOW,Cancelled,True,28,Normal
TRC2786,AST0665,SEC065,Pantograph interface,Catenary Maintenance,Registration arm damage,5,LOW,2025-02-16,2025-02-17,2025-04-01,9.9,13,LOW,Completed,True,43,Low
