task_id,asset_id,section_id,asset_type,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,power_block_required
TRC2242,AST0579,SEC054,Catenary,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-08-25,2025-08-26,2025-09-25,11.1,13,MEDIUM,Completed,True
TRC2243,AST0540,SEC015,Transformer,Transformer Servicing,Winding fault,3,MEDIUM,2025-04-30,2025-04-30,2025-05-29,7.5,6,MEDIUM,In Progress,True
TRC2244,AST0524,SEC074,Transformer,Transformer Servicing,Bushing defect,4,LOW,2025-11-23,2025-11-26,2026-01-14,8.8,6,LOW,Completed,False
TRC2245,AST0551,SEC026,Electrical switchgear,Catenary Maintenance,Catenary sag,4,LOW,2025-11-27,2025-11-28,2026-01-13,8.1,8,LOW,In Progress,False
TRC2246,AST0669,SEC069,Feeder,OHE Mast Repair,Guy wire slack,4,LOW,2025-10-14,2025-10-17,2025-12-03,1.1,15,LOW,Pending,True
TRC2247,AST0474,SEC024,Insulator,Feeder Repair,Joint failure,3,MEDIUM,2025-02-24,2025-02-26,2025-03-28,9.2,2,MEDIUM,In Progress,True
TRC2248,AST0622,SEC022,Sectioning equipment,Catenary Maintenance,Tension deviation,4,LOW,2025-01-20,2025-01-22,2025-02-21,11.9,9,LOW,Completed,True
TRC2249,AST0645,SEC045,Feeder,Feeder Repair,Overheating,4,LOW,2025-03-31,2025-04-02,2025-05-03,4.6,2,LOW,Pending,True
TRC2250,AST0655,SEC055,Electrical switchgear,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-11-22,2025-11-22,2025-12-08,9.0,2,MEDIUM,Cancelled,False
TRC2251,AST0419,SEC044,Catenary,Insulator Replacement,Mechanical failure,1,CRITICAL,2025-10-23,2025-10-23,2025-10-27,2.2,8,HIGH,In Progress,True
TRC2252,AST0621,SEC021,Feeder,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-02-02,2025-02-05,2025-02-20,2.7,2,MEDIUM,Scheduled,True
TRC2253,AST0659,SEC059,Catenary,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-04-13,2025-04-14,2025-05-04,5.3,12,MEDIUM,Completed,True
TRC2254,AST0595,SEC070,Catenary,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-10-08,2025-10-10,2025-11-08,6.6,15,MEDIUM,Pending,True
TRC2255,AST0416,SEC041,OHE,Transformer Servicing,Winding fault,2,HIGH,2025-10-09,2025-10-09,2025-10-17,3.8,15,HIGH,Scheduled,True
TRC2256,AST0598,SEC073,Sectioning equipment,Insulator Replacement,Pollution deposit,4,LOW,2025-11-24,2025-11-25,2025-12-25,11.6,15,LOW,Completed,True
TRC2257,AST0669,SEC069,Feeder,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-04-06,2025-04-07,2025-04-22,5.1,5,MEDIUM,Scheduled,True
TRC2258,AST0634,SEC034,Insulator,Feeder Repair,Insulation breakdown,5,LOW,2025-02-14,2025-02-15,2025-05-07,3.3,7,LOW,Scheduled,False
TRC2259,AST0677,SEC002,Feeder,OHE Inspection,Height deviation,1,CRITICAL,2025-10-29,2025-10-31,2025-11-06,1.5,7,HIGH,Cancelled,True
TRC2260,AST0590,SEC065,Sectioning equipment,Sectioning Post Maintenance,Jumper damage,4,LOW,2025-08-11,2025-08-13,2025-10-11,5.7,15,LOW,Pending,True
TRC2261,AST0435,SEC060,Catenary,Transformer Servicing,Bushing defect,3,MEDIUM,2025-09-19,2025-09-19,2025-10-18,1.2,5,MEDIUM,Pending,True
TRC2262,AST0422,SEC047,Sectioning equipment,Transformer Servicing,Winding fault,4,LOW,2025-11-07,2025-11-10,2025-12-08,4.6,8,LOW,Pending,True
TRC2263,AST0485,SEC035,Feeder,OHE Inspection,Contact wire wear,3,MEDIUM,2025-11-12,2025-11-13,2025-12-13,11.0,3,MEDIUM,In Progress,True
TRC2264,AST0571,SEC046,Catenary,Feeder Repair,Overheating,3,MEDIUM,2025-03-22,2025-03-24,2025-04-18,9.6,3,MEDIUM,Scheduled,True
TRC2265,AST0689,SEC014,Pantograph interface,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-07-07,2025-07-10,2025-08-09,1.5,5,MEDIUM,Cancelled,False
TRC2266,AST0474,SEC024,Insulator,OHE Inspection,Height deviation,2,HIGH,2025-09-30,2025-10-02,2025-10-10,11.2,12,HIGH,Scheduled,False
TRC2267,AST0430,SEC055,Sectioning equipment,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-02-08,2025-02-11,2025-02-25,9.4,8,MEDIUM,Pending,True
TRC2268,AST0626,SEC026,Insulator,Catenary Maintenance,Catenary sag,4,LOW,2025-03-08,2025-03-11,2025-04-07,6.6,8,LOW,Completed,True
TRC2269,AST0501,SEC051,Feeder,Transformer Servicing,Cooling system failure,2,HIGH,2025-10-14,2025-10-15,2025-10-27,2.4,15,HIGH,Pending,True
TRC2270,AST0462,SEC012,Sectioning equipment,OHE Inspection,Dropper defect,2,HIGH,2025-02-04,2025-02-05,2025-02-18,7.1,15,HIGH,Pending,True
TRC2271,AST0542,SEC017,Sectioning equipment,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-05-18,2025-05-18,2025-06-11,7.3,13,MEDIUM,Pending,True
TRC2272,AST0407,SEC032,Electrical switchgear,Switchgear Maintenance,Relay malfunction,3,MEDIUM,2025-01-25,2025-01-27,2025-02-16,10.3,12,MEDIUM,In Progress,True
TRC2273,AST0688,SEC013,OHE,OHE Mast Repair,Guy wire slack,4,LOW,2025-01-22,2025-01-22,2025-03-13,9.5,7,LOW,Scheduled,True
TRC2274,AST0634,SEC034,Insulator,Feeder Repair,Cable damage,3,MEDIUM,2025-01-04,2025-01-05,2025-01-26,3.5,9,MEDIUM,Completed,True
TRC2275,AST0659,SEC059,Catenary,OHE Inspection,Dropper defect,3,MEDIUM,2025-01-16,2025-01-17,2025-02-06,8.2,12,MEDIUM,Completed,True
TRC2276,AST0457,SEC007,Pantograph interface,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-08-25,2025-08-27,2025-10-04,9.0,2,LOW,Completed,True
TRC2277,AST0631,SEC031,Electrical switchgear,Feeder Repair,Joint failure,4,LOW,2025-02-17,2025-02-20,2025-03-20,10.9,3,LOW,Scheduled,True
TRC2278,AST0584,SEC059,OHE,OHE Inspection,Stagger fault,2,HIGH,2025-03-14,2025-03-15,2025-03-27,11.1,12,HIGH,Pending,True
TRC2279,AST0580,SEC055,Transformer,Feeder Repair,Insulation breakdown,1,CRITICAL,2025-03-12,2025-03-14,2025-03-18,11.7,6,HIGH,Completed,True
TRC2280,AST0563,SEC038,Catenary,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-03-18,2025-03-21,2025-04-16,11.8,8,MEDIUM,Scheduled,True
TRC2281,AST0471,SEC021,Electrical switchgear,OHE Inspection,Dropper defect,3,MEDIUM,2025-06-22,2025-06-23,2025-07-19,11.3,13,MEDIUM,Completed,True
TRC2282,AST0472,SEC022,OHE,Switchgear Maintenance,Relay malfunction,5,LOW,2024-12-31,2025-01-03,2025-03-24,2.1,4,LOW,Scheduled,True
TRC2283,AST0569,SEC044,Pantograph interface,Switchgear Maintenance,Contactor wear,1,CRITICAL,2025-07-29,2025-07-29,2025-08-04,5.8,13,HIGH,Pending,False
TRC2284,AST0549,SEC024,Feeder,OHE Mast Repair,Corrosion,3,MEDIUM,2025-09-20,2025-09-20,2025-10-10,6.4,12,MEDIUM,Scheduled,True
TRC2285,AST0559,SEC034,Electrical switchgear,Switchgear Maintenance,Arc damage,5,LOW,2025-07-04,2025-07-06,2025-09-24,7.7,8,LOW,Completed,False
TRC2286,AST0482,SEC032,Insulator,Sectioning Post Maintenance,Interrupter fault,1,CRITICAL,2025-04-30,2025-05-02,2025-05-07,11.1,6,HIGH,Cancelled,True
TRC2287,AST0445,SEC070,Feeder,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-08-11,2025-08-14,2025-09-23,2.6,15,LOW,Completed,True
TRC2288,AST0468,SEC018,Transformer,OHE Inspection,Height deviation,3,MEDIUM,2025-04-01,2025-04-04,2025-04-24,6.5,2,MEDIUM,Completed,False
TRC2289,AST0416,SEC041,OHE,Transformer Servicing,Oil leak,3,MEDIUM,2025-04-05,2025-04-08,2025-04-22,11.3,5,MEDIUM,Completed,True
TRC2290,AST0576,SEC051,OHE,Feeder Repair,Joint failure,1,CRITICAL,2025-05-26,2025-05-27,2025-06-02,11.4,13,HIGH,Pending,True
TRC2291,AST0573,SEC048,Feeder,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-05-17,2025-05-17,2025-06-01,11.7,9,MEDIUM,Scheduled,True
TRC2292,AST0688,SEC013,OHE,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-09-13,2025-09-16,2025-10-16,3.8,3,MEDIUM,Pending,True
TRC2293,AST0545,SEC020,Pantograph interface,Transformer Servicing,Oil leak,4,LOW,2025-08-13,2025-08-14,2025-10-08,10.9,8,LOW,Completed,False
TRC2294,AST0481,SEC031,Pantograph interface,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-01-06,2025-01-06,2025-01-27,1.2,13,MEDIUM,Pending,False
TRC2295,AST0462,SEC012,Sectioning equipment,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-06-26,2025-06-26,2025-07-25,5.7,5,MEDIUM,Pending,True
TRC2296,AST0627,SEC027,Catenary,Switchgear Maintenance,Relay malfunction,2,HIGH,2025-03-05,2025-03-08,2025-03-17,11.3,7,HIGH,Cancelled,True
TRC2297,AST0689,SEC014,Pantograph interface,Sectioning Post Maintenance,Isolator defect,4,LOW,2025-02-03,2025-02-05,2025-03-28,3.5,12,LOW,Pending,False
TRC2298,AST0485,SEC035,Feeder,Transformer Servicing,Oil leak,2,HIGH,2025-03-30,2025-04-02,2025-04-17,11.5,13,HIGH,In Progress,True
TRC2299,AST0499,SEC049,Catenary,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-07-21,2025-07-23,2025-08-20,10.1,13,MEDIUM,Scheduled,True
TRC2300,AST0565,SEC040,Feeder,Insulator Replacement,Mechanical failure,2,HIGH,2025-09-07,2025-09-08,2025-09-20,7.6,5,HIGH,Scheduled,True
TRC2301,AST0683,SEC008,Catenary,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2024-12-31,2025-01-01,2025-01-14,11.2,4,HIGH,Completed,True
TRC2302,AST0512,SEC062,OHE,Sectioning Post Maintenance,Interrupter fault,4,LOW,2025-08-22,2025-08-23,2025-10-09,6.5,8,LOW,Scheduled,True
TRC2303,AST0602,SEC002,Insulator,Sectioning Post Maintenance,Earthing issue,2,HIGH,2025-05-14,2025-05-15,2025-05-23,10.5,11,HIGH,Scheduled,False
TRC2304,AST0405,SEC030,Feeder,Sectioning Post Maintenance,Interrupter fault,1,CRITICAL,2025-07-04,2025-07-07,2025-07-12,1.0,15,HIGH,Scheduled,True
TRC2305,AST0634,SEC034,Insulator,OHE Inspection,Contact wire wear,1,CRITICAL,2025-04-04,2025-04-05,2025-04-08,3.6,9,HIGH,Pending,False
TRC2306,AST0700,SEC025,Transformer,OHE Inspection,Contact wire wear,3,MEDIUM,2025-11-06,2025-11-06,2025-12-01,4.2,5,MEDIUM,Completed,True
TRC2307,AST0659,SEC059,Catenary,Insulator Replacement,Flashover damage,2,HIGH,2025-02-22,2025-02-24,2025-03-07,10.8,2,HIGH,Scheduled,True
TRC2308,AST0546,SEC021,Insulator,Switchgear Maintenance,Arc damage,2,HIGH,2025-12-15,2025-12-15,2025-12-23,1.5,3,HIGH,Completed,False
TRC2309,AST0411,SEC036,Catenary,Sectioning Post Maintenance,Earthing issue,3,MEDIUM,2025-05-16,2025-05-19,2025-06-11,3.7,2,MEDIUM,Cancelled,True
TRC2310,AST0577,SEC052,Pantograph interface,Feeder Repair,Cable damage,4,LOW,2025-08-29,2025-09-01,2025-10-10,4.0,12,LOW,Completed,False
TRC2311,AST0543,SEC018,Electrical switchgear,OHE Mast Repair,Foundation settlement,4,LOW,2025-05-01,2025-05-02,2025-06-07,1.3,4,LOW,Pending,True
TRC2312,AST0438,SEC063,Sectioning equipment,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-05-30,2025-06-01,2025-06-11,2.4,11,HIGH,Cancelled,True
TRC2313,AST0482,SEC032,Insulator,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-07-26,2025-07-26,2025-08-19,9.8,4,MEDIUM,Cancelled,False
TRC2314,AST0656,SEC056,OHE,Transformer Servicing,Bushing defect,2,HIGH,2025-09-29,2025-09-30,2025-10-08,11.4,9,HIGH,In Progress,True
TRC2315,AST0541,SEC016,Feeder,Transformer Servicing,Oil leak,4,LOW,2025-01-14,2025-01-14,2025-02-12,11.8,8,LOW,Scheduled,True
TRC2316,AST0608,SEC008,OHE,OHE Mast Repair,Foundation settlement,3,MEDIUM,2025-06-11,2025-06-11,2025-07-10,2.4,15,MEDIUM,Pending,True
TRC2317,AST0446,SEC071,Sectioning equipment,Sectioning Post Maintenance,Jumper damage,1,CRITICAL,2025-08-11,2025-08-11,2025-08-16,5.3,8,HIGH,Pending,True
TRC2318,AST0576,SEC051,OHE,Switchgear Maintenance,Arc damage,4,LOW,2025-03-24,2025-03-27,2025-05-16,11.1,14,LOW,Completed,True
TRC2319,AST0463,SEC013,Electrical switchgear,Transformer Servicing,Winding fault,4,LOW,2025-10-01,2025-10-04,2025-11-13,9.4,14,LOW,Pending,False
TRC2320,AST0554,SEC029,Insulator,Insulator Replacement,Flashover damage,3,MEDIUM,2025-11-30,2025-12-01,2025-12-29,7.1,6,MEDIUM,Completed,True
TRC2321,AST0689,SEC014,Pantograph interface,Insulator Replacement,Pollution deposit,2,HIGH,2025-01-09,2025-01-09,2025-01-16,2.4,14,HIGH,Scheduled,True
TRC2322,AST0531,SEC006,Catenary,OHE Mast Repair,Foundation settlement,2,HIGH,2025-08-23,2025-08-23,2025-09-06,2.2,5,HIGH,Pending,True
TRC2323,AST0419,SEC044,Catenary,Feeder Repair,Overheating,3,MEDIUM,2025-05-11,2025-05-14,2025-06-02,5.7,12,MEDIUM,Pending,True
TRC2324,AST0600,SEC075,OHE,Transformer Servicing,Winding fault,2,HIGH,2025-06-10,2025-06-12,2025-06-27,11.9,5,HIGH,Scheduled,False
TRC2325,AST0481,SEC031,Pantograph interface,Catenary Maintenance,Tension deviation,4,LOW,2025-03-24,2025-03-27,2025-05-06,6.4,15,LOW,Completed,True
TRC2326,AST0527,SEC002,Electrical switchgear,Catenary Maintenance,Registration arm damage,4,LOW,2025-07-30,2025-07-30,2025-09-22,3.4,2,LOW,Scheduled,False
TRC2327,AST0532,SEC007,Transformer,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-01-26,2025-01-27,2025-02-13,6.0,13,MEDIUM,Completed,False
TRC2328,AST0681,SEC006,Pantograph interface,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-11-06,2025-11-07,2025-11-19,5.0,10,HIGH,Completed,True
TRC2329,AST0422,SEC047,Sectioning equipment,Feeder Repair,Insulation breakdown,2,HIGH,2025-11-01,2025-11-04,2025-11-12,10.6,14,HIGH,Completed,True
TRC2330,AST0616,SEC016,OHE,Insulator Replacement,Flashover damage,4,LOW,2025-07-09,2025-07-10,2025-08-26,10.0,11,LOW,Completed,True
TRC2331,AST0509,SEC059,Feeder,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-03-10,2025-03-12,2025-04-10,5.0,6,MEDIUM,Pending,True
TRC2332,AST0513,SEC063,Pantograph interface,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-12-07,2025-12-10,2026-01-03,5.3,6,MEDIUM,In Progress,True
TRC2333,AST0472,SEC022,OHE,Sectioning Post Maintenance,Interrupter fault,2,HIGH,2025-09-15,2025-09-16,2025-09-25,3.9,3,HIGH,Completed,False
TRC2334,AST0556,SEC031,Transformer,Catenary Maintenance,Splice joint fault,3,MEDIUM,2025-05-04,2025-05-06,2025-05-21,5.3,12,MEDIUM,Cancelled,False
TRC2335,AST0524,SEC074,Transformer,OHE Mast Repair,Corrosion,4,LOW,2025-04-22,2025-04-25,2025-06-01,6.0,4,LOW,In Progress,False
TRC2336,AST0610,SEC010,Insulator,OHE Inspection,Contact wire wear,2,HIGH,2025-03-31,2025-04-02,2025-04-11,4.8,8,HIGH,Scheduled,True
TRC2337,AST0499,SEC049,Catenary,Insulator Replacement,Mechanical failure,1,CRITICAL,2025-07-20,2025-07-20,2025-07-26,3.1,4,HIGH,Completed,True
TRC2338,AST0690,SEC015,Insulator,Insulator Replacement,Mechanical failure,2,HIGH,2025-04-30,2025-05-02,2025-05-12,6.9,11,HIGH,Cancelled,True
TRC2339,AST0691,SEC016,Catenary,OHE Mast Repair,Bracket damage,2,HIGH,2025-09-13,2025-09-15,2025-09-24,8.9,7,HIGH,Pending,False
TRC2340,AST0697,SEC022,Pantograph interface,Transformer Servicing,Bushing defect,4,LOW,2025-07-30,2025-08-01,2025-09-21,5.6,3,LOW,Completed,True
TRC2341,AST0642,SEC042,Insulator,OHE Mast Repair,Corrosion,2,HIGH,2025-08-18,2025-08-19,2025-08-31,4.3,15,HIGH,In Progress,True
TRC2342,AST0402,SEC027,Insulator,Transformer Servicing,Winding fault,5,LOW,2025-04-07,2025-04-09,2025-06-07,4.5,4,LOW,Pending,True
TRC2343,AST0480,SEC030,OHE,Transformer Servicing,Winding fault,5,LOW,2025-01-29,2025-01-30,2025-04-16,8.2,2,LOW,Completed,True
TRC2344,AST0520,SEC070,OHE,Insulator Replacement,Flashover damage,3,MEDIUM,2025-01-05,2025-01-06,2025-01-31,10.4,4,MEDIUM,Completed,False
TRC2345,AST0631,SEC031,Electrical switchgear,Insulator Replacement,Flashover damage,3,MEDIUM,2025-12-14,2025-12-15,2026-01-11,5.0,3,MEDIUM,Scheduled,False
TRC2346,AST0503,SEC053,Electrical switchgear,Switchgear Maintenance,Contactor wear,3,MEDIUM,2025-12-19,2025-12-20,2026-01-14,7.9,12,MEDIUM,Completed,False
TRC2347,AST0523,SEC073,Catenary,OHE Inspection,Contact wire wear,1,CRITICAL,2025-07-12,2025-07-15,2025-07-22,7.4,3,HIGH,Scheduled,True
TRC2348,AST0517,SEC067,Feeder,Sectioning Post Maintenance,Interrupter fault,2,HIGH,2025-01-23,2025-01-24,2025-02-06,7.9,9,HIGH,In Progress,True
TRC2349,AST0647,SEC047,Electrical switchgear,Sectioning Post Maintenance,Interrupter fault,4,LOW,2025-09-04,2025-09-06,2025-10-31,6.6,7,LOW,Cancelled,True
TRC2350,AST0560,SEC035,OHE,Sectioning Post Maintenance,Earthing issue,1,CRITICAL,2025-11-02,2025-11-04,2025-11-11,8.4,11,HIGH,In Progress,True
TRC2351,AST0458,SEC008,Insulator,Catenary Maintenance,Catenary sag,4,LOW,2025-09-09,2025-09-10,2025-10-07,6.4,8,LOW,Completed,False
TRC2352,AST0596,SEC071,Transformer,Feeder Repair,Joint failure,3,MEDIUM,2025-06-06,2025-06-09,2025-06-25,4.3,5,MEDIUM,Completed,False
TRC2353,AST0562,SEC037,Insulator,Feeder Repair,Insulation breakdown,5,LOW,2025-07-07,2025-07-07,2025-09-09,9.0,6,LOW,In Progress,False
TRC2354,AST0690,SEC015,Insulator,Transformer Servicing,Cooling system failure,4,LOW,2025-01-12,2025-01-13,2025-03-09,9.8,3,LOW,Pending,True
TRC2355,AST0527,SEC002,Electrical switchgear,OHE Inspection,Height deviation,3,MEDIUM,2025-03-18,2025-03-20,2025-04-07,11.1,10,MEDIUM,Scheduled,True
TRC2356,AST0416,SEC041,OHE,Transformer Servicing,Oil leak,4,LOW,2025-04-15,2025-04-17,2025-05-13,2.9,3,LOW,Scheduled,True
TRC2357,AST0463,SEC013,Electrical switchgear,OHE Inspection,Stagger fault,3,MEDIUM,2025-02-22,2025-02-25,2025-03-18,10.5,14,MEDIUM,Completed,True
TRC2358,AST0601,SEC001,Pantograph interface,Switchgear Maintenance,Arc damage,1,CRITICAL,2025-06-07,2025-06-08,2025-06-14,10.2,7,HIGH,Completed,True
TRC2359,AST0697,SEC022,Pantograph interface,Catenary Maintenance,Registration arm damage,1,CRITICAL,2025-01-24,2025-01-27,2025-02-02,4.4,10,HIGH,Pending,False
TRC2360,AST0644,SEC044,Transformer,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-05-19,2025-05-21,2025-06-18,10.5,14,MEDIUM,Completed,False
TRC2361,AST0668,SEC068,Transformer,OHE Inspection,Stagger fault,2,HIGH,2025-06-24,2025-06-25,2025-07-06,10.2,15,HIGH,In Progress,False
TRC2362,AST0462,SEC012,Sectioning equipment,Transformer Servicing,Cooling system failure,4,LOW,2025-07-02,2025-07-02,2025-08-10,2.3,10,LOW,Scheduled,True
TRC2363,AST0596,SEC071,Transformer,OHE Mast Repair,Guy wire slack,3,MEDIUM,2025-11-24,2025-11-24,2025-12-10,4.5,4,MEDIUM,Cancelled,False
TRC2364,AST0641,SEC041,Pantograph interface,OHE Inspection,Dropper defect,4,LOW,2025-02-09,2025-02-12,2025-04-07,4.4,7,LOW,Completed,True
TRC2365,AST0685,SEC010,Feeder,OHE Inspection,Dropper defect,3,MEDIUM,2025-07-13,2025-07-15,2025-08-12,11.5,13,MEDIUM,Completed,True
TRC2366,AST0490,SEC040,Insulator,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-05-31,2025-06-03,2025-06-26,1.7,8,MEDIUM,Completed,False
TRC2367,AST0481,SEC031,Pantograph interface,Insulator Replacement,Mechanical failure,5,LOW,2025-08-20,2025-08-20,2025-10-18,4.1,15,LOW,Completed,False
TRC2368,AST0522,SEC072,Insulator,OHE Mast Repair,Bracket damage,3,MEDIUM,2025-05-24,2025-05-27,2025-06-11,10.2,5,MEDIUM,Completed,True
TRC2369,AST0570,SEC045,Insulator,Transformer Servicing,Bushing defect,2,HIGH,2025-02-22,2025-02-22,2025-03-03,9.9,6,HIGH,Scheduled,True
TRC2370,AST0444,SEC069,Transformer,Sectioning Post Maintenance,Earthing issue,4,LOW,2025-07-19,2025-07-19,2025-09-05,7.5,7,LOW,Scheduled,False
TRC2371,AST0606,SEC006,Sectioning equipment,Catenary Maintenance,Catenary sag,3,MEDIUM,2025-01-31,2025-02-02,2025-02-17,2.4,3,MEDIUM,Scheduled,True
TRC2372,AST0670,SEC070,Sectioning equipment,Sectioning Post Maintenance,Isolator defect,5,LOW,2025-06-27,2025-06-30,2025-08-31,4.7,13,LOW,Pending,True
TRC2373,AST0464,SEC014,OHE,OHE Inspection,Contact wire wear,3,MEDIUM,2025-06-20,2025-06-22,2025-07-08,8.3,9,MEDIUM,In Progress,True
TRC2374,AST0431,SEC056,Electrical switchgear,OHE Inspection,Stagger fault,3,MEDIUM,2025-03-15,2025-03-18,2025-04-03,11.0,8,MEDIUM,Pending,True
TRC2375,AST0571,SEC046,Catenary,Transformer Servicing,Cooling system failure,3,MEDIUM,2025-07-16,2025-07-17,2025-08-03,10.5,14,MEDIUM,Pending,True
TRC2376,AST0593,SEC068,Pantograph interface,Insulator Replacement,Mechanical failure,3,MEDIUM,2025-10-05,2025-10-08,2025-10-29,6.1,12,MEDIUM,Scheduled,False
TRC2377,AST0478,SEC028,Sectioning equipment,Transformer Servicing,Winding fault,3,MEDIUM,2025-06-07,2025-06-10,2025-07-06,8.9,7,MEDIUM,Cancelled,True
TRC2378,AST0487,SEC037,Electrical switchgear,Transformer Servicing,Bushing defect,2,HIGH,2025-12-09,2025-12-11,2025-12-24,3.4,6,HIGH,Scheduled,False
TRC2379,AST0456,SEC006,OHE,Insulator Replacement,Pollution deposit,3,MEDIUM,2025-06-02,2025-06-02,2025-06-28,8.0,11,MEDIUM,Scheduled,False
TRC2380,AST0615,SEC015,Electrical switchgear,OHE Inspection,Contact wire wear,4,LOW,2025-08-16,2025-08-17,2025-09-24,4.6,2,LOW,In Progress,False
TRC2381,AST0674,SEC074,Insulator,Switchgear Maintenance,Arc damage,3,MEDIUM,2025-05-24,2025-05-27,2025-06-21,3.7,15,MEDIUM,Completed,True
TRC2382,AST0534,SEC009,Sectioning equipment,OHE Inspection,Height deviation,3,MEDIUM,2025-02-23,2025-02-23,2025-03-23,8.3,2,MEDIUM,Completed,True
TRC2383,AST0559,SEC034,Electrical switchgear,Transformer Servicing,Cooling system failure,2,HIGH,2025-04-25,2025-04-27,2025-05-06,8.4,12,HIGH,Cancelled,False
TRC2384,AST0630,SEC030,Sectioning equipment,Feeder Repair,Overheating,2,HIGH,2025-04-01,2025-04-01,2025-04-08,6.8,5,HIGH,Scheduled,True
TRC2385,AST0598,SEC073,Sectioning equipment,OHE Mast Repair,Foundation settlement,2,HIGH,2025-06-24,2025-06-24,2025-07-03,4.2,10,HIGH,Cancelled,True
TRC2386,AST0551,SEC026,Electrical switchgear,OHE Inspection,Height deviation,5,LOW,2025-11-07,2025-11-10,2025-12-25,2.3,7,LOW,Pending,True
TRC2387,AST0520,SEC070,OHE,OHE Inspection,Contact wire wear,2,HIGH,2025-07-24,2025-07-27,2025-08-10,1.4,5,HIGH,Completed,True
TRC2388,AST0448,SEC073,OHE,Feeder Repair,Insulation breakdown,2,HIGH,2025-04-23,2025-04-24,2025-05-05,5.2,10,HIGH,Scheduled,True
TRC2389,AST0633,SEC033,Pantograph interface,Feeder Repair,Insulation breakdown,3,MEDIUM,2025-03-09,2025-03-09,2025-03-26,1.5,12,MEDIUM,Scheduled,False
TRC2390,AST0648,SEC048,OHE,Catenary Maintenance,Catenary sag,1,CRITICAL,2025-09-05,2025-09-05,2025-09-11,5.3,10,HIGH,Scheduled,True
TRC2391,AST0407,SEC032,Electrical switchgear,Feeder Repair,Cable damage,5,LOW,2025-06-20,2025-06-21,2025-08-04,4.3,10,LOW,Completed,False
TRC2392,AST0586,SEC061,Insulator,OHE Inspection,Contact wire wear,3,MEDIUM,2025-04-06,2025-04-06,2025-04-30,1.3,10,MEDIUM,Cancelled,False
TRC2393,AST0538,SEC013,Insulator,OHE Mast Repair,Guy wire slack,1,CRITICAL,2025-02-21,2025-02-24,2025-02-28,9.3,13,HIGH,Scheduled,True
TRC2394,AST0685,SEC010,Feeder,Catenary Maintenance,Registration arm damage,3,MEDIUM,2025-04-07,2025-04-08,2025-05-07,11.3,12,MEDIUM,Completed,True
TRC2395,AST0424,SEC049,OHE,OHE Mast Repair,Guy wire slack,2,HIGH,2025-01-06,2025-01-07,2025-01-17,1.6,6,HIGH,Completed,True
TRC2396,AST0492,SEC042,Transformer,Sectioning Post Maintenance,Jumper damage,2,HIGH,2025-11-22,2025-11-25,2025-12-09,7.0,3,HIGH,Completed,False
TRC2397,AST0499,SEC049,Catenary,OHE Mast Repair,Corrosion,4,LOW,2025-03-26,2025-03-26,2025-05-11,6.0,14,LOW,Completed,True
TRC2398,AST0614,SEC014,Sectioning equipment,Switchgear Maintenance,Circuit breaker fault,2,HIGH,2025-11-14,2025-11-14,2025-11-28,9.7,12,HIGH,Cancelled,True
TRC2399,AST0426,SEC051,Insulator,Feeder Repair,Joint failure,3,MEDIUM,2025-10-28,2025-10-29,2025-11-26,1.9,7,MEDIUM,Scheduled,False
TRC2400,AST0532,SEC007,Transformer,Sectioning Post Maintenance,Interrupter fault,3,MEDIUM,2025-02-10,2025-02-13,2025-02-28,5.9,10,MEDIUM,Completed,False
TRC2401,AST0686,SEC011,Sectioning equipment,Feeder Repair,Cable damage,1,CRITICAL,2025-09-04,2025-09-06,2025-09-11,8.6,9,HIGH,Completed,True
TRC2402,AST0494,SEC044,Sectioning equipment,Catenary Maintenance,Registration arm damage,2,HIGH,2025-02-08,2025-02-11,2025-02-20,3.4,8,HIGH,Cancelled,True
