forecast_date,section_id,time_window_start,time_window_end,expected_goods_trains,expected_traffic_load,traffic_density,forecast_confidence
2025-11-15,SEC064,00:00,02:00,2,24.51,LOW,0.67
2025-11-15,SEC064,02:00,04:00,2,25.04,MEDIUM,0.75
2025-11-15,SEC064,04:00,06:00,0,11.42,LOW,0.91
2025-11-15,SEC064,06:00,08:00,3,12.77,LOW,0.88
2025-11-15,SEC064,08:00,10:00,2,21.42,LOW,0.65
2025-11-15,SEC064,10:00,12:00,3,13.46,LOW,0.65
2025-11-15,SEC064,12:00,14:00,0,8.77,LOW,0.77
2025-11-15,SEC064,14:00,16:00,0,5.73,LOW,0.89
2025-11-15,SEC064,16:00,18:00,1,4.98,LOW,0.89
2025-11-15,SEC064,18:00,20:00,0,13.48,LOW,0.89
2025-11-15,SEC064,20:00,22:00,0,15.01,LOW,0.92
2025-11-15,SEC064,22:00,00:00,3,19.41,LOW,0.69
2025-11-15,SEC065,00:00,02:00,3,15.28,LOW,0.94
2025-11-15,SEC065,02:00,04:00,1,23.44,LOW,0.92
2025-11-15,SEC065,04:00,06:00,2,28.96,MEDIUM,0.98
2025-11-15,SEC065,06:00,08:00,2,15.96,LOW,0.97
2025-11-15,SEC065,08:00,10:00,0,15.48,LOW,0.79
2025-11-15,SEC065,10:00,12:00,1,20.34,LOW,0.74
2025-11-15,SEC065,12:00,14:00,1,8.06,LOW,0.92
2025-11-15,SEC065,14:00,16:00,0,4.72,LOW,0.67
2025-11-15,SEC065,16:00,18:00,0,24.27,LOW,0.88
2025-11-15,SEC065,18:00,20:00,0,7.73,LOW,0.72
2025-11-15,SEC065,20:00,22:00,1,13.7,LOW,0.71
2025-11-15,SEC065,22:00,00:00,3,30.37,MEDIUM,0.75
2025-11-15,SEC066,00:00,02:00,2,24.45,LOW,0.74
2025-11-15,SEC066,02:00,04:00,3,19.11,LOW,0.75
2025-11-15,SEC066,04:00,06:00,3,13.99,LOW,0.69
2025-11-15,SEC066,06:00,08:00,2,18.16,LOW,0.94
2025-11-15,SEC066,08:00,10:00,0,11.16,LOW,0.86
2025-11-15,SEC066,10:00,12:00,1,1.56,LOW,0.67
2025-11-15,SEC066,12:00,14:00,1,12.65,LOW,0.85
2025-11-15,SEC066,14:00,16:00,1,15.46,LOW,0.7
2025-11-15,SEC066,16:00,18:00,2,16.54,LOW,0.85
2025-11-15,SEC066,18:00,20:00,0,25.37,MEDIUM,0.79
2025-11-15,SEC066,20:00,22:00,1,20.54,LOW,0.84
2025-11-15,SEC066,22:00,00:00,1,23.73,LOW,0.61
2025-11-15,SEC067,00:00,02:00,2,10.0,LOW,0.94
2025-11-15,SEC067,02:00,04:00,1,18.23,LOW,0.71
2025-11-15,SEC067,04:00,06:00,0,11.21,LOW,0.83
2025-11-15,SEC067,06:00,08:00,2,17.84,LOW,0.82
2025-11-15,SEC067,08:00,10:00,2,22.44,LOW,0.97
2025-11-15,SEC067,10:00,12:00,0,12.31,LOW,0.85
2025-11-15,SEC067,12:00,14:00,0,10.7,LOW,0.87
2025-11-15,SEC067,14:00,16:00,0,8.99,LOW,0.78
2025-11-15,SEC067,16:00,18:00,2,7.89,LOW,0.88
2025-11-15,SEC067,18:00,20:00,3,23.08,LOW,0.93
2025-11-15,SEC067,20:00,22:00,1,14.4,LOW,0.65
2025-11-15,SEC067,22:00,00:00,1,28.02,MEDIUM,0.73
2025-11-15,SEC068,00:00,02:00,2,25.72,MEDIUM,0.61
2025-11-15,SEC068,02:00,04:00,0,27.39,MEDIUM,0.75
2025-11-15,SEC068,04:00,06:00,5,25.36,MEDIUM,0.72
2025-11-15,SEC068,06:00,08:00,1,25.16,MEDIUM,0.86
2025-11-15,SEC068,08:00,10:00,0,16.63,LOW,0.63
2025-11-15,SEC068,10:00,12:00,1,20.54,LOW,0.91
2025-11-15,SEC068,12:00,14:00,2,17.44,LOW,0.84
2025-11-15,SEC068,14:00,16:00,1,5.52,LOW,0.66
2025-11-15,SEC068,16:00,18:00,3,18.84,LOW,0.97
2025-11-15,SEC068,18:00,20:00,1,15.45,LOW,0.65
2025-11-15,SEC068,20:00,22:00,1,26.22,MEDIUM,0.67
2025-11-15,SEC068,22:00,00:00,1,15.84,LOW,0.78
2025-11-15,SEC069,00:00,02:00,0,0.13,LOW,0.86
2025-11-15,SEC069,02:00,04:00,1,1.11,LOW,0.78
2025-11-15,SEC069,04:00,06:00,0,16.02,LOW,0.97
2025-11-15,SEC069,06:00,08:00,1,11.67,LOW,0.97
2025-11-15,SEC069,08:00,10:00,1,7.64,LOW,0.76
2025-11-15,SEC069,10:00,12:00,1,0.0,LOW,0.69
2025-11-15,SEC069,12:00,14:00,0,6.25,LOW,0.67
2025-11-15,SEC069,14:00,16:00,1,4.63,LOW,0.96
2025-11-15,SEC069,16:00,18:00,0,4.1,LOW,0.92
2025-11-15,SEC069,18:00,20:00,0,1.5,LOW,0.8
2025-11-15,SEC069,20:00,22:00,0,3.43,LOW,0.85
2025-11-15,SEC069,22:00,00:00,1,8.22,LOW,0.74
2025-11-15,SEC070,00:00,02:00,2,5.66,LOW,0.93
2025-11-15,SEC070,02:00,04:00,2,11.65,LOW,0.87
2025-11-15,SEC070,04:00,06:00,0,24.22,LOW,0.95
2025-11-15,SEC070,06:00,08:00,1,16.28,LOW,0.78
2025-11-15,SEC070,08:00,10:00,0,17.93,LOW,0.95
2025-11-15,SEC070,10:00,12:00,0,0.0,LOW,0.63
2025-11-15,SEC070,12:00,14:00,1,2.46,LOW,0.67
2025-11-15,SEC070,14:00,16:00,0,0.0,LOW,0.64
2025-11-15,SEC070,16:00,18:00,0,16.52,LOW,0.77
2025-11-15,SEC070,18:00,20:00,2,16.91,LOW,0.6
2025-11-15,SEC070,20:00,22:00,0,10.98,LOW,0.86
2025-11-15,SEC070,22:00,00:00,0,23.8,LOW,0.69
2025-11-15,SEC071,00:00,02:00,1,9.82,LOW,0.63
2025-11-15,SEC071,02:00,04:00,3,8.77,LOW,0.77
2025-11-15,SEC071,04:00,06:00,1,23.2,LOW,0.64
2025-11-15,SEC071,06:00,08:00,1,14.96,LOW,0.64
2025-11-15,SEC071,08:00,10:00,0,11.7,LOW,0.66
2025-11-15,SEC071,10:00,12:00,0,8.73,LOW,0.65
2025-11-15,SEC071,12:00,14:00,1,13.86,LOW,0.7
2025-11-15,SEC071,14:00,16:00,0,11.01,LOW,0.73
2025-11-15,SEC071,16:00,18:00,2,14.32,LOW,0.9
2025-11-15,SEC071,18:00,20:00,0,19.6,LOW,0.98
2025-11-15,SEC071,20:00,22:00,1,19.66,LOW,0.92
2025-11-15,SEC071,22:00,00:00,2,14.34,LOW,0.68
2025-11-15,SEC072,00:00,02:00,2,21.65,LOW,0.76
2025-11-15,SEC072,02:00,04:00,1,8.73,LOW,0.8
2025-11-15,SEC072,04:00,06:00,2,26.42,MEDIUM,0.84
2025-11-15,SEC072,06:00,08:00,4,14.05,LOW,0.7
2025-11-15,SEC072,08:00,10:00,0,11.74,LOW,0.99
2025-11-15,SEC072,10:00,12:00,1,3.78,LOW,0.87
2025-11-15,SEC072,12:00,14:00,0,11.17,LOW,0.95
2025-11-15,SEC072,14:00,16:00,1,4.7,LOW,0.77
2025-11-15,SEC072,16:00,18:00,2,22.31,LOW,0.91
2025-11-15,SEC072,18:00,20:00,2,10.15,LOW,0.83
2025-11-15,SEC072,20:00,22:00,0,21.05,LOW,0.96
2025-11-15,SEC072,22:00,00:00,1,23.75,LOW,0.76
2025-11-15,SEC073,00:00,02:00,2,17.09,LOW,0.61
2025-11-15,SEC073,02:00,04:00,0,3.85,LOW,0.6
2025-11-15,SEC073,04:00,06:00,2,14.18,LOW,0.84
2025-11-15,SEC073,06:00,08:00,0,14.92,LOW,0.81
2025-11-15,SEC073,08:00,10:00,2,11.9,LOW,0.64
2025-11-15,SEC073,10:00,12:00,2,3.88,LOW,0.72
2025-11-15,SEC073,12:00,14:00,0,1.21,LOW,0.78
2025-11-15,SEC073,14:00,16:00,1,0.0,LOW,0.83
2025-11-15,SEC073,16:00,18:00,0,2.27,LOW,0.63
2025-11-15,SEC073,18:00,20:00,1,8.09,LOW,0.84
2025-11-15,SEC073,20:00,22:00,1,1.34,LOW,0.81
2025-11-15,SEC073,22:00,00:00,1,21.14,LOW,0.65
2025-11-15,SEC074,00:00,02:00,3,14.75,LOW,0.67
2025-11-15,SEC074,02:00,04:00,1,9.5,LOW,0.9
2025-11-15,SEC074,04:00,06:00,0,15.61,LOW,0.69
2025-11-15,SEC074,06:00,08:00,0,21.12,LOW,0.76
2025-11-15,SEC074,08:00,10:00,3,9.04,LOW,0.68
2025-11-15,SEC074,10:00,12:00,1,0.78,LOW,0.79
2025-11-15,SEC074,12:00,14:00,1,13.28,LOW,0.94
2025-11-15,SEC074,14:00,16:00,2,13.98,LOW,0.69
2025-11-15,SEC074,16:00,18:00,4,5.3,LOW,0.71
2025-11-15,SEC074,18:00,20:00,0,8.3,LOW,0.99
2025-11-15,SEC074,20:00,22:00,1,15.0,LOW,0.71
2025-11-15,SEC074,22:00,00:00,0,8.06,LOW,0.8
2025-11-15,SEC075,00:00,02:00,1,0.11,LOW,0.69
2025-11-15,SEC075,02:00,04:00,1,3.52,LOW,0.92
2025-11-15,SEC075,04:00,06:00,2,15.52,LOW,0.83
2025-11-15,SEC075,06:00,08:00,1,1.14,LOW,0.85
2025-11-15,SEC075,08:00,10:00,0,12.15,LOW,0.72
2025-11-15,SEC075,10:00,12:00,0,5.24,LOW,0.67
2025-11-15,SEC075,12:00,14:00,0,13.86,LOW,0.78
2025-11-15,SEC075,14:00,16:00,1,12.16,LOW,0.65
2025-11-15,SEC075,16:00,18:00,1,13.56,LOW,0.62
2025-11-15,SEC075,18:00,20:00,1,5.53,LOW,0.75
2025-11-15,SEC075,20:00,22:00,0,1.49,LOW,0.62
2025-11-15,SEC075,22:00,00:00,1,7.11,LOW,0.76
2025-12-01,SEC001,00:00,02:00,2,54.13,HIGH,0.99
2025-12-01,SEC001,02:00,04:00,3,58.17,HIGH,0.7
2025-12-01,SEC001,04:00,06:00,3,42.6,MEDIUM,0.63
2025-12-01,SEC001,06:00,08:00,2,37.98,MEDIUM,0.95
2025-12-01,SEC001,08:00,10:00,1,47.36,MEDIUM,0.61
2025-12-01,SEC001,10:00,12:00,2,29.94,MEDIUM,0.64
2025-12-01,SEC001,12:00,14:00,3,18.48,LOW,0.88
2025-12-01,SEC001,14:00,16:00,4,29.31,MEDIUM,0.65
2025-12-01,SEC001,16:00,18:00,2,38.82,MEDIUM,0.61
2025-12-01,SEC001,18:00,20:00,3,39.27,MEDIUM,0.81
2025-12-01,SEC001,20:00,22:00,5,42.11,MEDIUM,0.63
2025-12-01,SEC001,22:00,00:00,0,41.48,MEDIUM,0.93
2025-12-01,SEC002,00:00,02:00,3,41.22,MEDIUM,0.78
2025-12-01,SEC002,02:00,04:00,2,37.03,MEDIUM,0.88
2025-12-01,SEC002,04:00,06:00,1,41.6,MEDIUM,0.68
2025-12-01,SEC002,06:00,08:00,3,20.92,LOW,0.97
2025-12-01,SEC002,08:00,10:00,2,26.54,MEDIUM,0.97
2025-12-01,SEC002,10:00,12:00,1,13.08,LOW,0.75
2025-12-01,SEC002,12:00,14:00,1,19.42,LOW,0.6
2025-12-01,SEC002,14:00,16:00,0,18.36,LOW,0.73
2025-12-01,SEC002,16:00,18:00,2,24.0,LOW,0.6
2025-12-01,SEC002,18:00,20:00,2,21.36,LOW,0.74
2025-12-01,SEC002,20:00,22:00,5,33.74,MEDIUM,0.68
2025-12-01,SEC002,22:00,00:00,1,34.37,MEDIUM,0.89
2025-12-01,SEC003,00:00,02:00,6,65.67,HIGH,0.8
2025-12-01,SEC003,02:00,04:00,1,64.56,HIGH,0.96
2025-12-01,SEC003,04:00,06:00,2,68.51,HIGH,0.62
2025-12-01,SEC003,06:00,08:00,5,48.64,MEDIUM,0.69
2025-12-01,SEC003,08:00,10:00,8,36.15,MEDIUM,0.9
2025-12-01,SEC003,10:00,12:00,1,28.52,MEDIUM,0.65
2025-12-01,SEC003,12:00,14:00,3,30.82,MEDIUM,0.91
2025-12-01,SEC003,14:00,16:00,1,29.37,MEDIUM,0.83
2025-12-01,SEC003,16:00,18:00,3,38.53,MEDIUM,0.63
2025-12-01,SEC003,18:00,20:00,2,53.73,HIGH,0.87
2025-12-01,SEC003,20:00,22:00,5,36.98,MEDIUM,0.93
2025-12-01,SEC003,22:00,00:00,4,61.52,HIGH,0.85
2025-12-01,SEC004,00:00,02:00,8,60.28,HIGH,0.98
2025-12-01,SEC004,02:00,04:00,2,41.6,MEDIUM,0.75
2025-12-01,SEC004,04:00,06:00,5,56.74,HIGH,0.62
2025-12-01,SEC004,06:00,08:00,0,33.59,MEDIUM,0.93
2025-12-01,SEC004,08:00,10:00,2,40.64,MEDIUM,0.73
2025-12-01,SEC004,10:00,12:00,1,31.55,MEDIUM,0.93
2025-12-01,SEC004,12:00,14:00,2,20.3,LOW,0.63
2025-12-01,SEC004,14:00,16:00,2,35.68,MEDIUM,0.82
2025-12-01,SEC004,16:00,18:00,7,34.25,MEDIUM,0.7
2025-12-01,SEC004,18:00,20:00,2,41.95,MEDIUM,0.83
2025-12-01,SEC004,20:00,22:00,3,31.31,MEDIUM,0.71
2025-12-01,SEC004,22:00,00:00,8,44.48,MEDIUM,0.8
2025-12-01,SEC005,00:00,02:00,6,65.6,HIGH,0.93
2025-12-01,SEC005,02:00,04:00,6,56.3,HIGH,0.96
2025-12-01,SEC005,04:00,06:00,2,55.25,HIGH,0.62
2025-12-01,SEC005,06:00,08:00,6,48.65,MEDIUM,0.9
2025-12-01,SEC005,08:00,10:00,7,48.18,MEDIUM,0.93
2025-12-01,SEC005,10:00,12:00,2,35.94,MEDIUM,0.86
2025-12-01,SEC005,12:00,14:00,2,37.11,MEDIUM,0.65
2025-12-01,SEC005,14:00,16:00,3,41.57,MEDIUM,0.72
2025-12-01,SEC005,16:00,18:00,7,59.26,HIGH,0.82
2025-12-01,SEC005,18:00,20:00,7,49.52,MEDIUM,0.62
2025-12-01,SEC005,20:00,22:00,6,49.55,MEDIUM,0.79
2025-12-01,SEC005,22:00,00:00,8,57.2,HIGH,0.6
2025-12-01,SEC006,00:00,02:00,4,64.55,HIGH,0.95
2025-12-01,SEC006,02:00,04:00,3,59.57,HIGH,0.95
2025-12-01,SEC006,04:00,06:00,4,60.99,HIGH,0.72
2025-12-01,SEC006,06:00,08:00,3,45.11,MEDIUM,0.8
2025-12-01,SEC006,08:00,10:00,5,43.68,MEDIUM,0.69
2025-12-01,SEC006,10:00,12:00,1,23.44,LOW,0.74
2025-12-01,SEC006,12:00,14:00,4,43.09,MEDIUM,0.9
2025-12-01,SEC006,14:00,16:00,3,26.4,MEDIUM,0.86
2025-12-01,SEC006,16:00,18:00,1,42.25,MEDIUM,0.78
2025-12-01,SEC006,18:00,20:00,1,38.68,MEDIUM,0.84
2025-12-01,SEC006,20:00,22:00,2,55.85,HIGH,0.73
2025-12-01,SEC006,22:00,00:00,6,70.55,HIGH,0.69
2025-12-01,SEC007,00:00,02:00,4,63.61,HIGH,0.62
2025-12-01,SEC007,02:00,04:00,2,53.94,HIGH,0.86
2025-12-01,SEC007,04:00,06:00,4,48.27,MEDIUM,0.85
2025-12-01,SEC007,06:00,08:00,0,53.17,HIGH,0.85
2025-12-01,SEC007,08:00,10:00,0,45.77,MEDIUM,0.74
2025-12-01,SEC007,10:00,12:00,3,39.95,MEDIUM,0.89
2025-12-01,SEC007,12:00,14:00,3,38.74,MEDIUM,0.89
2025-12-01,SEC007,14:00,16:00,3,30.79,MEDIUM,0.6
2025-12-01,SEC007,16:00,18:00,3,42.84,MEDIUM,0.72
2025-12-01,SEC007,18:00,20:00,2,45.06,MEDIUM,0.78
2025-12-01,SEC007,20:00,22:00,7,51.7,HIGH,0.91
2025-12-01,SEC007,22:00,00:00,4,63.16,HIGH,0.85
2025-12-01,SEC008,00:00,02:00,5,58.43,HIGH,0.79
2025-12-01,SEC008,02:00,04:00,5,61.36,HIGH,0.64
2025-12-01,SEC008,04:00,06:00,3,48.28,MEDIUM,0.63
2025-12-01,SEC008,06:00,08:00,4,32.01,MEDIUM,0.97
2025-12-01,SEC008,08:00,10:00,5,33.94,MEDIUM,0.97
2025-12-01,SEC008,10:00,12:00,2,26.77,MEDIUM,0.88
2025-12-01,SEC008,12:00,14:00,2,19.78,LOW,0.93
2025-12-01,SEC008,14:00,16:00,2,35.68,MEDIUM,0.8
2025-12-01,SEC008,16:00,18:00,2,47.11,MEDIUM,0.94
2025-12-01,SEC008,18:00,20:00,3,39.01,MEDIUM,0.98
2025-12-01,SEC008,20:00,22:00,4,50.24,HIGH,0.77
2025-12-01,SEC008,22:00,00:00,1,45.37,MEDIUM,0.86
2025-12-01,SEC009,00:00,02:00,3,42.49,MEDIUM,0.61
2025-12-01,SEC009,02:00,04:00,4,42.79,MEDIUM,0.91
2025-12-01,SEC009,04:00,06:00,3,44.58,MEDIUM,0.86
2025-12-01,SEC009,06:00,08:00,3,28.34,MEDIUM,0.69
2025-12-01,SEC009,08:00,10:00,1,33.64,MEDIUM,0.61
2025-12-01,SEC009,10:00,12:00,1,17.09,LOW,0.86
2025-12-01,SEC009,12:00,14:00,0,27.93,MEDIUM,0.85
2025-12-01,SEC009,14:00,16:00,3,28.08,MEDIUM,0.94
2025-12-01,SEC009,16:00,18:00,3,35.73,MEDIUM,0.79
2025-12-01,SEC009,18:00,20:00,3,36.6,MEDIUM,0.63
2025-12-01,SEC009,20:00,22:00,4,34.84,MEDIUM,0.9
2025-12-01,SEC009,22:00,00:00,3,54.59,HIGH,0.94
2025-12-01,SEC010,00:00,02:00,7,57.94,HIGH,0.95
2025-12-01,SEC010,02:00,04:00,5,47.52,MEDIUM,0.88
2025-12-01,SEC010,04:00,06:00,5,46.26,MEDIUM,0.98
2025-12-01,SEC010,06:00,08:00,2,38.29,MEDIUM,0.79
2025-12-01,SEC010,08:00,10:00,5,49.53,MEDIUM,0.83
2025-12-01,SEC010,10:00,12:00,3,35.04,MEDIUM,0.92
2025-12-01,SEC010,12:00,14:00,5,25.84,MEDIUM,0.67
2025-12-01,SEC010,14:00,16:00,1,21.64,LOW,0.96
2025-12-01,SEC010,16:00,18:00,3,35.91,MEDIUM,0.64
2025-12-01,SEC010,18:00,20:00,1,50.05,HIGH,0.69
2025-12-01,SEC010,20:00,22:00,4,47.16,MEDIUM,0.66
2025-12-01,SEC010,22:00,00:00,3,51.42,HIGH,0.85
2025-12-01,SEC011,00:00,02:00,1,54.41,HIGH,0.79
2025-12-01,SEC011,02:00,04:00,7,62.05,HIGH,0.86
2025-12-01,SEC011,04:00,06:00,3,65.5,HIGH,0.69
2025-12-01,SEC011,06:00,08:00,6,47.85,MEDIUM,0.7
2025-12-01,SEC011,08:00,10:00,3,44.34,MEDIUM,0.88
2025-12-01,SEC011,10:00,12:00,0,35.2,MEDIUM,0.74
2025-12-01,SEC011,12:00,14:00,2,37.04,MEDIUM,0.66
2025-12-01,SEC011,14:00,16:00,3,36.64,MEDIUM,0.81
2025-12-01,SEC011,16:00,18:00,2,51.47,HIGH,0.98
2025-12-01,SEC011,18:00,20:00,3,53.13,HIGH,0.87
2025-12-01,SEC011,20:00,22:00,6,53.25,HIGH,0.95
2025-12-01,SEC011,22:00,00:00,6,58.73,HIGH,0.7
2025-12-01,SEC012,00:00,02:00,0,39.78,MEDIUM,0.76
2025-12-01,SEC012,02:00,04:00,7,39.82,MEDIUM,0.69
2025-12-01,SEC012,04:00,06:00,7,42.85,MEDIUM,0.77
2025-12-01,SEC012,06:00,08:00,7,37.52,MEDIUM,0.62
2025-12-01,SEC012,08:00,10:00,5,30.36,MEDIUM,0.97
2025-12-01,SEC012,10:00,12:00,3,21.18,LOW,0.79
2025-12-01,SEC012,12:00,14:00,1,18.84,LOW,0.64
2025-12-01,SEC012,14:00,16:00,1,16.15,LOW,0.78
2025-12-01,SEC012,16:00,18:00,5,43.54,MEDIUM,0.9
2025-12-01,SEC012,18:00,20:00,7,30.59,MEDIUM,0.9
2025-12-01,SEC012,20:00,22:00,4,45.88,MEDIUM,0.83
2025-12-01,SEC012,22:00,00:00,5,53.91,HIGH,0.71
2025-12-01,SEC013,00:00,02:00,4,58.91,HIGH,0.77
2025-12-01,SEC013,02:00,04:00,8,60.49,HIGH,0.87
2025-12-01,SEC013,04:00,06:00,4,67.91,HIGH,0.77
2025-12-01,SEC013,06:00,08:00,6,39.02,MEDIUM,0.91
2025-12-01,SEC013,08:00,10:00,4,36.95,MEDIUM,0.68
2025-12-01,SEC013,10:00,12:00,3,26.37,MEDIUM,0.73
2025-12-01,SEC013,12:00,14:00,0,25.72,MEDIUM,0.79
2025-12-01,SEC013,14:00,16:00,1,32.87,MEDIUM,0.85
2025-12-01,SEC013,16:00,18:00,8,40.95,MEDIUM,0.68
2025-12-01,SEC013,18:00,20:00,3,44.45,MEDIUM,0.9
2025-12-01,SEC013,20:00,22:00,5,42.78,MEDIUM,0.71
2025-12-01,SEC013,22:00,00:00,4,56.35,HIGH,0.61
2025-12-01,SEC014,00:00,02:00,4,57.04,HIGH,0.97
2025-12-01,SEC014,02:00,04:00,8,46.89,MEDIUM,0.93
2025-12-01,SEC014,04:00,06:00,3,60.87,HIGH,0.8
2025-12-01,SEC014,06:00,08:00,1,36.32,MEDIUM,0.66
2025-12-01,SEC014,08:00,10:00,5,35.65,MEDIUM,0.89
2025-12-01,SEC014,10:00,12:00,1,19.32,LOW,0.86
2025-12-01,SEC014,12:00,14:00,2,33.0,MEDIUM,0.92
2025-12-01,SEC014,14:00,16:00,0,21.3,LOW,0.63
2025-12-01,SEC014,16:00,18:00,2,39.12,MEDIUM,0.76
2025-12-01,SEC014,18:00,20:00,3,47.26,MEDIUM,0.73
2025-12-01,SEC014,20:00,22:00,4,50.55,HIGH,0.97
2025-12-01,SEC014,22:00,00:00,4,50.12,HIGH,0.94
2025-12-01,SEC015,00:00,02:00,6,57.45,HIGH,0.91
2025-12-01,SEC015,02:00,04:00,3,63.16,HIGH,0.63
2025-12-01,SEC015,04:00,06:00,4,45.51,MEDIUM,0.91
2025-12-01,SEC015,06:00,08:00,7,33.14,MEDIUM,0.9
2025-12-01,SEC015,08:00,10:00,3,40.59,MEDIUM,0.94
2025-12-01,SEC015,10:00,12:00,1,21.45,LOW,0.9
2025-12-01,SEC015,12:00,14:00,0,28.63,MEDIUM,0.65
2025-12-01,SEC015,14:00,16:00,2,36.84,MEDIUM,0.78
2025-12-01,SEC015,16:00,18:00,4,38.94,MEDIUM,0.79
2025-12-01,SEC015,18:00,20:00,6,49.98,MEDIUM,0.78
2025-12-01,SEC015,20:00,22:00,3,33.74,MEDIUM,0.88
2025-12-01,SEC015,22:00,00:00,2,49.61,MEDIUM,0.76
2025-12-01,SEC016,00:00,02:00,5,61.22,HIGH,0.73
2025-12-01,SEC016,02:00,04:00,7,55.68,HIGH,0.65
2025-12-01,SEC016,04:00,06:00,3,47.36,MEDIUM,0.81
2025-12-01,SEC016,06:00,08:00,4,47.86,MEDIUM,0.88
2025-12-01,SEC016,08:00,10:00,2,36.62,MEDIUM,0.99
2025-12-01,SEC016,10:00,12:00,3,24.7,LOW,0.77
2025-12-01,SEC016,12:00,14:00,3,18.73,LOW,0.61
2025-12-01,SEC016,14:00,16:00,2,21.44,LOW,0.79
2025-12-01,SEC016,16:00,18:00,5,37.47,MEDIUM,0.91
2025-12-01,SEC016,18:00,20:00,2,49.08,MEDIUM,0.99
2025-12-01,SEC016,20:00,22:00,3,33.07,MEDIUM,0.8
2025-12-01,SEC016,22:00,00:00,5,57.76,HIGH,0.87
2025-12-01,SEC017,00:00,02:00,4,41.62,MEDIUM,0.87
2025-12-01,SEC017,02:00,04:00,0,45.96,MEDIUM,0.83
2025-12-01,SEC017,04:00,06:00,4,35.76,MEDIUM,0.76
2025-12-01,SEC017,06:00,08:00,6,31.17,MEDIUM,0.65
2025-12-01,SEC017,08:00,10:00,6,30.6,MEDIUM,0.84
2025-12-01,SEC017,10:00,12:00,2,32.59,MEDIUM,0.72
2025-12-01,SEC017,12:00,14:00,3,24.57,LOW,0.95
2025-12-01,SEC017,14:00,16:00,2,22.92,LOW,0.81
2025-12-01,SEC017,16:00,18:00,1,37.89,MEDIUM,0.92
2025-12-01,SEC017,18:00,20:00,5,38.75,MEDIUM,0.73
2025-12-01,SEC017,20:00,22:00,2,24.01,LOW,0.9
2025-12-01,SEC017,22:00,00:00,2,42.47,MEDIUM,0.63
2025-12-01,SEC018,00:00,02:00,5,41.73,MEDIUM,0.83
2025-12-01,SEC018,02:00,04:00,4,46.67,MEDIUM,0.9
2025-12-01,SEC018,04:00,06:00,1,54.26,HIGH,0.73
2025-12-01,SEC018,06:00,08:00,5,33.51,MEDIUM,0.95
2025-12-01,SEC018,08:00,10:00,2,30.82,MEDIUM,0.76
2025-12-01,SEC018,10:00,12:00,0,18.61,LOW,0.83
2025-12-01,SEC018,12:00,14:00,1,17.23,LOW,0.75
2025-12-01,SEC018,14:00,16:00,4,24.14,LOW,0.69
2025-12-01,SEC018,16:00,18:00,0,45.27,MEDIUM,0.81
2025-12-01,SEC018,18:00,20:00,3,29.66,MEDIUM,0.81
2025-12-01,SEC018,20:00,22:00,4,33.81,MEDIUM,0.65
2025-12-01,SEC018,22:00,00:00,3,39.74,MEDIUM,0.89
2025-12-01,SEC019,00:00,02:00,6,67.29,HIGH,0.78
2025-12-01,SEC019,02:00,04:00,7,50.39,HIGH,0.8
2025-12-01,SEC019,04:00,06:00,5,64.53,HIGH,0.81
2025-12-01,SEC019,06:00,08:00,4,51.43,HIGH,0.84
2025-12-01,SEC019,08:00,10:00,5,35.24,MEDIUM,0.67
2025-12-01,SEC019,10:00,12:00,1,21.48,LOW,0.94
2025-12-01,SEC019,12:00,14:00,3,23.15,LOW,0.78
2025-12-01,SEC019,14:00,16:00,3,38.1,MEDIUM,0.98
2025-12-01,SEC019,16:00,18:00,3,38.4,MEDIUM,0.74
2025-12-01,SEC019,18:00,20:00,5,48.11,MEDIUM,0.98
2025-12-01,SEC019,20:00,22:00,8,41.77,MEDIUM,0.81
2025-12-01,SEC019,22:00,00:00,4,62.55,HIGH,0.91
2025-12-01,SEC020,00:00,02:00,4,48.94,MEDIUM,0.84
2025-12-01,SEC020,02:00,04:00,7,42.28,MEDIUM,0.82
2025-12-01,SEC020,04:00,06:00,2,52.1,HIGH,0.83
2025-12-01,SEC020,06:00,08:00,2,25.75,MEDIUM,0.83
2025-12-01,SEC020,08:00,10:00,3,37.83,MEDIUM,0.67
2025-12-01,SEC020,10:00,12:00,1,21.3,LOW,0.88
2025-12-01,SEC020,12:00,14:00,1,20.34,LOW,0.99
2025-12-01,SEC020,14:00,16:00,0,15.29,LOW,0.8
2025-12-01,SEC020,16:00,18:00,3,32.99,MEDIUM,0.84
2025-12-01,SEC020,18:00,20:00,3,25.9,MEDIUM,0.82
2025-12-01,SEC020,20:00,22:00,1,29.83,MEDIUM,0.62
2025-12-01,SEC020,22:00,00:00,7,37.04,MEDIUM,0.77
2025-12-01,SEC021,00:00,02:00,3,42.73,MEDIUM,0.86
2025-12-01,SEC021,02:00,04:00,3,60.51,HIGH,0.71
2025-12-01,SEC021,04:00,06:00,5,46.69,MEDIUM,0.88
2025-12-01,SEC021,06:00,08:00,3,42.27,MEDIUM,0.76
2025-12-01,SEC021,08:00,10:00,4,46.68,MEDIUM,0.86
2025-12-01,SEC021,10:00,12:00,4,30.0,MEDIUM,0.72
2025-12-01,SEC021,12:00,14:00,1,33.2,MEDIUM,0.76
2025-12-01,SEC021,14:00,16:00,2,36.32,MEDIUM,0.99
2025-12-01,SEC021,16:00,18:00,3,36.09,MEDIUM,0.89
